Identifier 	SK_SC_1	SK_TC_1	SK_SC_2	SK_TC_2	H3B_Ortho_1	H3B_Ortho_2	H3B_Ortho_3	H3B_SC_1	H3B_SC_2	H3B_TC_1	H3B_TC_2	HCC_06	HCC_07	HCC_08	HCC_09	HCC_10	HCC_11	HCC_12	HCC_13	HCC_14	HCC_15	HUH7_Ortho_1	HUH7_SC_1	HUH7_SC_2	HUH7_SC_3	HUH7_TC_1	HUH7_TC_2	NNL_01	NNL_02	NNL_03	NNL_04	NNL_05	Cluster_Number	Cluster_Repr	
NM_000414	2.86	9.67	4.72	9.69	23.39	19.02	18.73	18.13	23.6	19.33	18.75	137.37	160.43	27.41	45.57	54.28	42.27	79.88	30.19	72.85	28.16	9.89	11.04	21.19	20.24	65.38	39.37	46.93	71.51	50.24	55.92	41.74	23	21508	
NM_014041	21.93	39.03	27.5	41.6	50.31	37.71	60.17	57.87	58.77	41.96	48.68	55.22	67.03	36.45	34.28	68.11	30.99	76.57	27.0	59.3	47.28	5.35	7.83	17.03	12.15	30.8	23.52	32.03	26.94	33.05	28.16	28.91	23	21508	
NM_005271	5.56	11.21	5.39	11.89	27.57	22.08	21.76	23.54	24.38	32.99	29.8	53.04	215.03	44.76	52.0	50.59	17.75	103.98	14.06	15.59	34.25	16.5	20.49	36.0	39.76	30.42	25.66	19.75	52.17	67.75	35.88	19.5	23	21508	
NM_012203	8.85	20.39	12.35	22.54	47.21	78.67	50.76	50.03	47.11	17.93	20.65	159.02	82.2	25.08	24.85	47.37	33.64	54.84	20.45	75.18	11.34	14.3	19.45	34.2	33.46	62.33	62.02	60.86	147.14	162.22	92.37	77.51	23	21508	
NM_001916	15.95	46.32	16.0	25.93	43.05	38.18	49.09	41.62	46.62	39.31	51.12	155.46	21.77	25.29	36.4	86.31	58.06	65.45	21.15	62.43	23.46	21.48	25.94	38.7	39.08	66.71	68.39	23.85	35.5	39.15	22.05	35.42	23	21508	
NM_006117	11.65	79.7	13.36	58.79	22.73	14.69	36.49	16.52	22.93	24.53	35.39	78.84	59.98	38.09	27.74	39.97	37.01	20.55	27.71	68.3	13.94	5.93	6.2	11.28	9.73	24.99	21.19	49.45	67.82	69.58	43.89	38.1	23	21508	
NM_000636	15.37	130.34	33.0	96.94	40.75	28.45	16.53	33.51	55.52	40.24	51.9	74.62	12.85	21.5	7.07	50.17	51.87	71.32	17.44	17.57	36.22	4.14	5.35	7.6	8.27	50.94	43.46	60.59	56.59	15.57	20.86	33.33	23	21508	
NM_006441	5.61	5.93	5.84	7.11	23.47	27.39	27.41	28.47	40.47	24.31	24.7	55.82	19.75	19.8	21.34	23.26	28.63	44.05	24.61	81.13	23.33	9.05	11.08	25.22	18.08	38.96	25.49	48.79	66.25	53.92	60.4	34.58	23	21508	
NM_019095	9.6	14.78	12.15	14.25	14.06	21.91	22.73	21.36	27.01	21.09	21.57	60.34	58.45	21.53	46.1	47.43	41.83	68.19	25.46	31.24	24.23	8.81	9.89	23.49	18.16	44.38	25.29	25.59	42.81	45.82	26.77	41.41	23	21508	
NM_000382	4.28	9.73	4.67	8.05	27.3	31.18	16.22	26.66	26.16	25.56	27.79	226.06	21.46	36.38	15.67	95.01	42.09	100.92	33.72	27.03	22.23	20.9	20.67	27.03	27.66	47.54	30.04	60.78	89.55	136.17	55.23	76.94	23	21508	
NM_003878	5.09	5.38	4.42	10.48	32.19	28.55	37.02	59.23	38.22	35.79	53.44	68.79	103.37	31.55	20.8	192.48	64.5	170.78	15.49	35.59	28.37	13.09	13.87	31.77	28.73	134.4	53.82	27.24	29.01	21.7	18.43	15.45	23	21508	
NM_000320	3.44	10.29	4.5	10.0	18.23	21.36	23.22	17.98	16.13	16.16	20.28	233.76	21.55	21.24	22.77	19.19	32.61	55.73	16.39	43.6	25.03	12.61	12.8	21.15	21.81	66.55	42.6	32.81	71.32	55.12	60.09	34.41	23	21508	
NM_003001	9.32	22.02	10.32	30.02	51.93	33.92	38.88	35.16	40.92	50.47	35.36	111.09	51.23	27.31	47.57	38.72	28.37	74.95	43.1	51.07	61.82	12.52	15.88	31.27	26.9	54.1	56.85	30.63	64.73	25.62	34.8	26.6	23	21508	
NM_004428	4.67	3.65	5.09	10.64	91.88	108.61	133.25	77.77	118.05	17.66	22.24	390.81	25.69	66.14	102.92	41.01	41.3	37.34	79.78	35.73	110.29	18.53	21.62	30.1	42.55	11.5	23.55	29.93	48.9	19.15	27.96	87.02	23	21508	
NM_002997	9.6	18.53	13.34	15.91	15.3	12.76	7.41	13.04	14.38	11.87	14.37	28.67	83.87	28.24	29.98	39.71	23.24	60.14	34.94	57.71	11.76	8.43	11.28	20.27	20.61	27.41	35.81	31.68	47.03	41.35	44.49	51.1	23	21508	
NM_017750	9.34	22.9	16.96	23.59	52.07	42.08	27.63	40.38	34.17	23.05	24.81	140.03	60.87	51.32	21.38	62.09	32.6	113.79	40.59	55.93	21.29	8.45	12.71	20.31	22.23	33.23	19.22	70.57	77.58	72.87	77.79	74.33	23	21508	
NM_000048	6.94	20.69	9.78	11.69	25.86	33.23	8.22	27.2	32.06	17.68	24.02	152.67	16.26	35.32	13.68	15.22	28.24	48.47	21.23	28.71	12.66	21.81	28.81	41.61	38.83	55.03	57.19	48.11	68.46	79.22	57.75	46.63	23	21508	
NM_005437	6.16	17.48	9.55	21.92	14.6	14.86	10.97	16.08	17.26	16.07	14.31	64.62	83.17	32.68	46.16	29.67	21.68	42.25	18.53	42.73	49.64	23.0	23.31	41.93	42.75	68.67	40.49	33.8	43.61	26.54	36.74	33.27	23	21508	
NM_005749	11.17	12.85	11.09	15.36	25.31	33.31	48.05	41.22	61.11	17.17	26.29	215.78	35.44	22.06	31.5	52.9	18.89	33.22	48.54	48.78	31.56	25.99	24.98	33.86	32.62	25.3	31.09	11.04	42.79	22.65	53.4	32.21	23	21508	
NM_003922	9.69	17.68	11.18	24.72	26.29	31.35	33.31	30.66	34.19	31.76	36.42	97.37	85.79	27.09	32.74	65.91	42.94	75.94	30.1	37.52	17.21	7.5	11.47	21.53	18.88	35.89	45.26	50.05	55.35	53.68	45.58	37.92	23	21508	
NM_012248	5.87	8.52	5.16	9.77	71.06	58.7	73.53	79.36	97.25	75.41	114.49	105.08	212.67	40.44	22.15	110.39	51.15	114.88	72.05	69.19	23.22	20.61	22.75	41.64	46.51	113.39	83.51	33.35	46.33	52.45	46.02	50.3	23	21508	
NM_001757	6.35	8.99	10.14	10.45	29.03	30.26	21.92	30.06	29.18	17.31	24.31	56.79	34.12	25.91	18.58	233.76	40.02	83.13	27.59	76.19	13.31	2.54	4.24	8.2	7.18	9.04	9.8	46.04	61.26	61.48	36.07	52.95	23	21508	
NM_006918	6.12	9.37	7.43	15.23	31.13	25.09	23.57	23.82	30.49	30.67	43.2	62.42	52.5	51.92	29.17	50.35	27.77	170.58	26.86	75.93	37.31	8.36	8.5	16.82	14.07	30.68	25.83	67.28	106.26	142.17	83.24	47.72	23	21508	
NM_006330	24.17	40.88	29.59	47.45	60.44	40.82	66.14	39.04	55.59	67.46	51.0	36.48	22.72	53.42	39.12	107.02	41.61	47.34	28.11	52.11	42.19	6.01	9.75	15.73	16.48	33.74	29.15	36.17	34.11	30.28	35.35	25.08	23	21508	
NM_000301	1.43	1.19	0.71	0.86	0.63	1.14	0.55	0.52	0.72	1.07	0.79	381.85	170.19	84.19	14.39	226.04	119.02	141.25	102.25	577.71	117.39	39.03	11.48	28.92	21.06	2.47	0.47	227.03	637.37	472.68	353.42	255.71	24	23653	
NM_005518	0.69	0.74	0.73	1.43	14.08	44.83	42.05	5.64	5.54	1.64	0.83	1033.43	184.04	79.45	33.08	177.1	89.28	89.78	174.08	344.02	79.23	17.59	18.58	27.12	33.03	2.05	0.95	306.59	679.57	657.22	526.86	182.49	24	23653	
NM_000847	0.73	0.75	0.61	0.81	0.49	3.42	2.97	0.58	1.08	1.58	1.26	260.9	206.31	34.49	3.67	876.67	183.1	215.89	96.91	290.59	110.17	2.41	4.62	6.86	8.06	0.82	2.1	432.86	712.43	596.54	535.48	97.09	24	23653	
NM_006798	1.21	0.28	0.54	0.71	8.06	7.21	1.4	9.21	12.65	5.2	3.32	83.37	270.52	74.78	31.45	584.9	312.76	323.46	121.91	162.21	24.6	1.96	3.38	3.76	5.12	3.11	1.31	328.7	475.54	479.15	395.8	206.9	24	23653	
NM_000597	1.04	2.65	0.69	1.61	24.86	3.99	1.17	2.14	1.24	0.54	0.83	338.18	931.25	98.0	3.94	454.53	155.35	40.16	51.4	213.17	69.59	107.76	66.11	89.94	87.71	42.07	55.84	141.7	244.68	104.23	149.36	271.84	24	23653	
NM_001710	1.39	0.98	0.88	0.87	5.66	9.22	7.84	0.77	1.82	7.18	14.89	683.27	130.59	174.89	103.57	402.64	484.49	220.22	222.54	366.5	190.52	6.04	9.12	11.7	15.78	11.38	11.71	374.18	694.64	496.11	578.22	586.24	24	23653	
NM_021139	0.47	1.51	0.61	2.48	4.05	7.83	0.84	6.26	6.1	5.39	3.97	129.31	659.43	125.48	19.0	780.92	390.19	391.41	96.81	107.43	36.94	1.74	7.37	7.88	13.64	9.34	2.9	271.42	467.39	424.03	304.3	264.48	24	23653	
NM_001734	0.76	3.18	1.14	3.6	1.75	3.29	0.52	1.02	0.38	1.98	1.47	531.11	8.9	61.54	10.6	124.2	303.62	156.97	95.71	272.57	48.84	0.74	1.17	3.72	1.84	11.95	4.2	328.2	454.96	440.77	405.28	291.12	24	23653	
NM_021139	0.36	0.52	0.19	0.67	4.39	13.36	1.31	8.38	10.24	9.49	6.3	233.02	339.04	162.77	12.35	1241.71	424.18	471.29	94.78	47.58	34.3	3.31	10.41	13.89	14.47	2.44	1.79	220.86	311.45	295.05	183.92	151.63	24	23653	
NM_001074	0.54	0.81	0.64	1.71	3.38	5.94	0.96	4.65	3.43	3.92	2.4	120.88	518.21	99.77	14.02	699.43	321.96	333.43	89.08	74.01	34.83	2.47	6.71	10.64	8.87	1.07	1.11	220.62	384.68	346.1	261.59	244.5	24	23653	
NM_001074	0.98	1.28	0.37	0.9	1.95	1.35	0.3	2.24	1.48	5.84	2.76	50.08	132.64	33.71	21.15	324.93	242.61	321.93	104.1	156.68	16.4	0.29	1.1	0.57	1.56	0.94	0.53	373.31	450.86	616.73	333.94	229.98	24	23653	
NM_000898	0.77	0.27	0.81	0.83	0.4	0.24	0.63	0.58	0.37	20.47	11.33	183.62	156.25	46.23	63.26	165.41	96.27	189.92	122.73	170.27	30.67	7.51	9.83	13.27	18.14	117.84	13.2	133.99	214.48	211.5	184.05	118.86	24	23653	
NM_024492	17.44	0.8	39.91	1.1	2.82	3.82	0.34	4.54	5.38	0.24	0.41	156.03	103.1	39.16	12.4	118.6	52.33	59.77	34.09	276.92	61.47	42.87	62.31	32.25	58.74	1.8	0.99	106.91	363.63	192.19	213.18	104.56	24	23653	
NM_003128	9.53	12.05	9.23	8.07	31.32	23.09	25.38	29.64	29.67	43.86	52.06	27.57	29.69	29.58	86.58	16.93	23.35	61.0	33.98	24.96	36.08	32.22	32.11	60.62	52.75	89.62	74.17	13.94	26.27	26.31	13.56	20.23	25	8237	
NM_005000	8.63	11.53	12.64	20.44	23.4	23.77	51.05	20.9	22.53	16.44	16.27	43.97	19.55	14.96	25.86	14.72	18.57	26.32	36.0	57.3	19.61	10.59	14.86	22.73	25.03	25.31	37.14	25.63	25.37	31.9	26.78	22.81	25	8237	
NM_001946	9.16	53.66	11.41	80.72	4.22	3.01	2.27	11.31	13.25	21.31	17.65	16.07	21.64	40.33	25.5	11.88	24.94	24.52	35.91	31.63	28.91	39.27	43.35	92.14	74.42	133.17	191.84	80.53	26.58	34.11	30.15	34.8	25	8237	
NM_002488	17.67	26.91	19.19	34.89	42.54	23.82	35.11	27.91	34.84	29.81	29.48	57.58	48.58	36.17	25.49	59.68	34.43	47.04	30.92	87.0	23.35	19.31	20.47	34.07	26.97	51.37	72.49	33.09	34.03	35.75	28.54	32.11	25	8237	
NM_004168	12.2	34.5	11.81	25.85	43.68	34.59	25.15	18.76	17.33	45.65	45.85	36.78	62.57	13.98	23.87	29.9	18.54	28.04	4.47	57.05	46.2	15.37	19.31	25.79	26.51	38.91	50.34	17.27	72.83	20.33	30.82	17.79	25	8237	
NM_004846	20.38	42.75	24.54	39.08	24.07	23.52	30.22	27.96	27.88	55.9	46.33	35.25	15.73	46.12	71.15	41.51	15.05	41.95	49.31	27.95	40.09	15.33	20.09	33.87	31.25	77.43	63.14	23.99	25.05	24.57	21.39	24.89	25	8237	
NM_000786	24.31	61.7	27.68	4.27	62.85	37.07	21.17	58.4	66.08	44.79	95.26	12.47	38.57	42.26	52.3	59.04	29.64	88.07	17.21	21.51	20.3	19.84	19.91	41.9	30.49	74.75	74.2	15.15	33.31	33.49	9.99	10.73	25	8237	
NM_004064	8.15	16.93	10.47	21.38	23.73	16.53	37.31	24.48	27.18	23.59	24.57	49.09	25.54	9.42	28.25	16.45	18.8	27.54	21.1	24.37	38.74	19.02	17.12	36.79	40.09	51.55	63.41	16.34	31.25	17.74	24.62	17.67	25	8237	
NM_021974	13.78	24.04	12.33	26.38	28.59	17.37	28.63	26.88	37.59	25.37	30.15	39.15	26.2	34.96	26.45	24.95	16.7	29.17	22.96	39.75	41.44	16.46	21.24	33.74	30.4	54.64	57.47	19.0	25.75	22.96	19.37	28.83	25	8237	
NM_000374	11.53	26.78	15.99	30.32	18.22	17.71	32.68	23.89	19.79	26.9	31.69	17.03	34.53	16.99	17.32	33.03	24.75	36.63	32.23	30.24	17.17	14.14	23.41	35.64	36.98	65.94	55.75	23.02	32.43	42.45	24.11	27.56	25	8237	
NM_003574	15.58	25.83	21.18	28.76	25.83	17.09	25.06	28.18	33.43	20.88	32.7	63.72	22.69	26.88	25.45	25.15	16.93	45.85	26.83	15.73	33.97	23.26	25.61	38.4	33.78	103.9	68.41	15.27	16.57	14.18	15.46	22.96	25	8237	
NM_022121	0.59	5.64	2.16	8.01	62.66	42.17	39.51	130.74	133.75	75.34	124.84	16.73	1.37	43.2	54.38	26.39	29.9	22.37	47.51	16.19	66.73	32.45	30.24	60.38	57.94	68.35	52.33	24.25	44.16	27.19	15.68	33.26	25	8237	
NM_005984	9.45	44.15	9.69	40.98	43.38	37.88	37.76	24.67	24.73	46.28	35.52	35.35	44.01	28.69	30.54	29.37	11.07	69.66	8.66	34.18	49.66	10.46	17.05	42.17	32.39	108.22	67.65	13.12	29.43	23.38	25.11	25.15	25	8237	
NM_004060	10.22	44.38	8.61	45.2	32.99	18.76	28.53	22.22	35.61	18.48	24.91	33.15	33.63	24.12	51.91	42.04	19.56	28.06	14.73	55.46	20.6	14.95	11.23	20.72	17.95	29.64	48.9	7.13	24.04	22.87	18.15	11.54	25	8237	
NM_021173	10.72	38.04	12.01	36.99	24.52	19.91	14.21	28.21	38.34	11.27	27.48	68.6	18.32	25.39	10.67	16.97	42.19	33.9	29.07	35.6	33.3	9.81	10.0	22.6	20.5	31.4	29.74	13.07	30.31	24.83	24.72	43.88	25	8237	
NM_001019	10.94	10.11	13.75	10.62	41.5	30.14	43.93	29.58	34.9	51.56	43.65	48.35	15.58	21.77	26.61	49.52	20.86	97.38	36.52	80.28	30.14	28.9	35.18	74.75	57.78	130.13	90.14	31.24	54.11	58.36	45.65	37.71	25	8237	
NM_032305	15.47	21.24	11.75	30.18	26.83	24.18	23.28	18.67	22.06	14.16	24.07	51.67	89.49	36.07	21.99	17.59	23.68	16.03	66.75	42.72	13.6	6.41	11.53	13.39	15.81	20.85	23.94	14.32	25.07	26.11	18.28	23.73	25	8237	
NM_006837	18.31	23.04	20.4	39.17	29.99	23.15	49.34	32.47	35.11	32.43	37.66	49.66	29.57	22.83	26.91	45.45	34.92	37.29	15.11	23.27	30.89	10.88	17.01	33.18	29.98	43.21	43.61	16.01	19.87	18.37	23.03	24.16	25	8237	
NM_004553	10.12	26.47	8.98	25.1	31.83	24.39	24.79	30.67	35.03	45.53	43.08	31.56	35.29	25.99	28.98	29.17	19.08	42.1	13.42	57.14	29.92	8.91	11.28	18.96	18.03	33.24	35.18	13.61	27.03	18.51	15.18	13.85	25	8237	
NM_024572	15.14	27.7	15.72	29.8	25.23	28.53	24.65	32.74	26.97	20.04	21.01	76.75	39.1	31.57	21.71	18.63	25.75	59.53	26.62	44.24	20.25	6.21	8.62	13.12	12.46	27.96	26.38	15.54	29.68	26.97	23.86	19.53	25	8237	
NM_004957	11.42	25.67	15.52	22.06	37.12	30.05	30.81	29.45	27.48	21.74	23.19	61.8	25.69	26.42	18.22	22.53	12.07	38.21	14.73	20.47	18.97	13.53	12.78	18.85	19.45	18.99	24.55	24.61	32.64	25.71	26.04	25.5	25	8237	
NM_024295	8.14	14.8	8.45	15.03	16.01	15.81	22.78	22.28	19.66	21.66	36.26	90.07	12.85	16.91	17.38	37.85	34.46	39.9	22.5	32.89	13.49	8.53	10.13	17.04	14.73	39.37	34.19	12.35	19.91	20.73	17.78	14.82	25	8237	
NM_014214	1.4	4.32	1.08	3.1	35.95	31.88	26.57	39.6	30.9	19.07	24.16	64.91	9.36	56.68	29.15	36.63	18.75	29.28	27.14	12.85	20.84	57.36	58.61	94.77	96.93	188.38	208.72	29.56	21.84	17.09	23.96	24.01	25	8237	
NM_005125	6.51	19.47	9.4	14.29	28.17	31.27	30.48	35.21	28.72	22.3	27.24	53.88	32.52	14.79	22.0	22.25	15.28	23.36	24.85	21.95	18.45	40.79	57.05	82.22	89.39	113.65	83.78	21.43	45.21	36.41	29.94	19.52	25	8237	
NM_002495	16.29	35.28	17.97	47.23	39.29	26.29	34.42	36.08	47.33	26.29	33.94	45.77	47.6	23.65	34.51	38.65	25.3	33.24	19.82	61.21	27.87	15.76	16.41	29.8	25.68	33.28	37.72	27.45	32.35	34.84	26.16	15.12	25	8237	
NM_006003	14.6	26.12	18.82	36.71	37.13	27.66	45.46	35.63	31.11	31.14	37.56	38.82	20.2	34.3	26.22	19.24	21.62	36.95	17.31	32.19	24.1	11.44	17.79	26.62	24.13	58.75	47.75	31.23	21.12	28.16	23.99	18.45	25	8237	
NM_002880	9.03	10.9	12.06	9.87	31.48	31.48	30.69	33.58	30.63	28.03	29.21	31.75	20.12	37.71	23.06	24.3	25.62	51.64	18.61	25.96	46.16	28.23	44.01	62.39	71.39	61.46	67.98	21.14	24.78	26.3	28.23	21.97	25	8237	
NM_007285	18.75	39.77	19.43	37.75	26.85	21.29	43.22	28.5	32.17	25.46	35.37	48.83	45.06	21.81	19.66	19.46	22.6	33.13	52.21	36.03	27.73	13.68	15.31	25.12	25.0	52.49	54.2	21.72	24.22	24.94	19.93	22.64	25	8237	
NM_014222	12.62	39.3	10.95	34.75	56.08	48.03	62.55	46.87	55.06	36.34	52.4	48.97	55.98	35.39	21.3	21.88	17.53	33.14	25.86	39.18	44.79	16.88	18.04	34.8	29.04	73.72	60.97	19.87	21.89	19.47	15.82	18.25	25	8237	
NM_000177	11.76	42.39	9.81	30.07	8.93	6.7	7.28	11.22	8.83	5.01	10.59	49.95	9.0	22.71	20.56	18.32	31.13	14.81	32.68	14.64	26.15	35.11	51.7	85.56	66.02	54.45	45.34	11.77	10.1	5.69	9.45	46.0	25	8237	
NM_014413	11.92	40.12	19.66	33.18	38.02	34.12	39.87	37.35	37.69	52.27	52.76	24.41	27.86	37.07	41.08	17.8	28.53	39.95	38.06	37.7	40.82	19.99	23.02	39.43	36.24	64.52	72.97	11.83	21.99	21.78	19.24	23.22	25	8237	
NM_016476	15.77	29.79	13.67	29.82	20.57	18.51	16.53	20.67	20.28	21.57	27.77	29.12	27.93	25.58	17.34	30.95	13.08	84.25	25.78	28.08	27.35	14.79	21.32	43.71	35.73	70.64	61.63	13.25	19.24	14.65	13.43	10.84	25	8237	
NM_005358	14.83	8.69	24.68	18.49	16.57	13.0	14.48	13.94	12.09	9.03	10.85	28.76	22.43	17.05	23.24	18.62	17.04	22.26	36.05	13.1	17.31	8.69	13.46	21.72	24.3	35.21	19.95	18.73	25.07	29.91	23.17	16.75	25	8237	
NM_003365	13.12	36.13	17.86	25.09	32.88	30.11	29.46	33.09	38.47	22.92	30.45	54.92	23.02	23.82	15.15	28.48	20.83	49.6	12.92	27.49	27.1	20.7	23.68	41.75	40.9	63.5	64.95	16.9	29.85	35.12	20.19	24.3	25	8237	
NM_003000	25.51	64.96	25.09	60.36	38.6	15.14	24.53	17.22	19.61	15.41	67.15	62.71	40.37	15.14	8.64	13.85	34.31	38.23	16.34	63.17	23.23	12.39	17.23	36.04	31.48	47.45	68.99	20.21	40.48	28.37	28.83	34.54	25	8237	
NM_007013	5.04	11.37	7.3	11.54	16.73	7.02	8.56	10.72	13.22	10.25	21.4	47.76	33.69	31.85	17.83	33.03	48.52	20.62	13.97	33.17	19.38	11.16	20.19	27.38	18.06	19.22	40.24	18.4	21.1	19.58	16.42	27.1	25	8237	
NM_004551	21.46	35.24	24.17	32.61	33.41	24.34	37.67	29.45	38.16	30.21	36.45	39.49	35.44	29.09	34.75	24.84	24.99	24.45	20.09	43.41	43.29	15.9	23.08	46.57	37.28	59.2	47.42	22.07	29.39	23.94	22.52	29.05	25	8237	
NM_004578	9.32	27.17	10.38	23.21	28.34	26.07	25.57	25.86	28.34	23.9	23.13	34.64	49.04	43.21	46.39	12.98	12.65	25.78	27.27	19.99	35.61	13.84	13.23	23.83	23.09	48.23	43.01	15.59	18.95	21.94	15.11	16.25	25	8237	
NM_002168	4.93	23.48	3.86	11.89	129.08	114.43	33.18	61.71	87.08	50.99	59.59	17.38	67.26	42.03	29.43	27.75	16.63	50.44	11.18	42.87	128.3	17.65	27.61	39.14	45.18	45.13	79.46	23.77	40.95	12.9	23.77	39.25	25	8237	
NM_002197	6.26	62.61	11.78	58.52	28.12	28.73	12.85	27.62	32.49	10.19	16.73	77.57	19.39	23.35	16.14	22.0	14.88	24.75	19.15	28.2	23.18	4.92	4.39	8.53	7.36	21.42	12.21	35.9	55.21	40.03	52.82	36.62	26	4439	
NM_002035	10.63	17.88	17.15	21.39	23.68	17.3	23.91	23.48	24.79	16.41	27.88	60.23	28.68	43.19	43.21	27.94	29.65	45.05	38.93	41.29	37.47	5.17	4.83	7.58	8.16	14.34	14.94	38.01	60.64	40.42	39.46	38.31	26	4439	
NM_018950	53.67	54.74	51.19	48.79	13.65	15.4	11.76	22.9	14.74	9.74	15.85	24.36	37.17	22.5	17.21	50.96	99.09	120.37	55.0	19.1	58.06	2.91	10.89	10.6	4.2	5.88	1.96	18.62	24.09	23.34	20.32	31.34	26	4439	
NM_006169	115.19	118.58	165.39	244.33	128.41	20.76	0.62	41.95	27.14	8.16	22.07	1149.51	0.46	26.93	5.14	29.95	64.47	18.8	41.62	18.88	20.88	1.53	0.95	1.02	1.06	1.25	1.74	958.16	573.33	196.32	337.69	311.18	26	4439	
NM_007315	8.1	5.33	12.17	10.69	12.26	10.42	9.72	17.08	14.74	12.8	22.78	11.87	21.12	26.97	216.38	35.61	68.55	24.36	167.12	20.71	55.45	3.35	5.14	7.51	6.15	22.47	13.49	20.38	11.26	14.49	15.16	38.48	26	4439	
NM_001964	5.45	87.26	7.45	156.08	14.97	9.26	5.91	14.03	18.5	20.0	25.8	11.98	5.03	12.56	28.39	4.58	33.8	4.98	11.88	3.16	16.28	4.2	3.64	7.46	4.28	5.12	19.9	63.64	11.82	4.86	92.86	39.5	26	4439	
NM_031412	6.88	12.92	11.35	20.4	12.11	14.47	11.27	16.94	19.59	3.89	7.64	188.25	14.8	8.04	7.05	8.78	14.08	28.37	14.67	14.88	5.56	3.6	3.39	4.71	5.49	18.39	24.23	29.92	48.69	38.09	33.06	29.52	26	4439	
NM_004356	5.73	19.71	6.72	16.58	6.26	6.77	11.33	9.19	12.05	7.07	11.98	36.1	8.67	13.23	26.51	14.69	20.79	34.46	31.26	46.26	10.14	3.31	3.54	5.47	4.93	10.44	12.89	19.72	37.01	36.22	30.38	47.54	26	4439	
NM_005194	5.93	30.5	6.79	26.46	24.24	16.43	7.38	10.51	11.91	15.12	22.31	40.14	25.08	9.67	13.17	18.16	8.84	26.8	5.4	74.99	34.59	3.98	6.67	9.69	9.71	9.74	27.14	19.46	37.62	21.58	36.61	20.25	26	4439	
NM_006556	6.21	13.42	8.62	15.54	35.39	38.54	27.71	35.15	34.44	18.11	17.22	124.43	27.49	54.12	20.65	39.37	33.07	35.2	37.96	32.23	19.2	6.83	9.1	15.21	16.22	16.96	18.4	31.81	37.11	37.0	29.24	33.4	26	4439	
NM_002070	52.07	121.03	67.33	131.13	17.05	19.79	15.08	12.38	15.93	19.76	15.21	40.75	48.54	30.45	52.99	33.39	30.28	68.18	33.51	49.68	75.97	7.51	12.48	20.0	22.73	29.18	45.13	28.19	50.74	34.96	41.91	52.27	26	4439	
NM_001912	8.56	20.78	11.63	19.08	34.27	34.67	25.45	31.94	42.69	13.98	19.72	38.62	11.19	33.99	19.94	16.97	27.72	28.13	37.54	68.04	79.02	4.29	4.61	7.06	5.52	17.33	16.43	44.03	45.79	53.21	42.97	44.3	26	4439	
NM_000754	14.13	28.98	11.94	32.86	22.81	17.39	22.66	40.2	32.45	29.89	10.67	18.97	51.34	78.22	30.52	18.94	18.33	49.34	27.24	89.9	20.35	4.42	5.67	9.85	14.2	22.46	15.26	16.34	26.5	51.52	16.42	51.35	26	4439	
NM_002292	22.13	35.69	37.92	33.44	51.79	63.21	52.3	90.62	59.33	26.0	28.62	31.09	25.65	13.93	55.81	24.31	24.06	45.5	26.87	45.89	26.76	3.05	6.38	7.3	7.84	16.9	20.8	15.92	20.24	26.46	13.93	36.83	26	4439	
NM_018129	6.08	11.07	11.56	12.35	20.99	17.85	10.62	12.24	15.17	19.94	16.38	73.11	26.13	21.13	15.48	45.94	16.44	47.69	24.2	46.01	18.7	1.5	2.73	3.37	2.94	8.89	9.54	22.73	40.33	33.33	27.6	34.15	26	4439	
NM_001225	40.54	53.87	43.88	76.9	5.5	4.16	1.77	4.41	6.21	18.21	9.99	23.83	10.4	29.52	43.75	17.76	22.23	28.05	42.14	19.49	27.02	3.23	6.36	9.98	10.93	52.98	35.53	56.62	14.05	17.43	15.56	23.93	26	4439	
NM_000016	3.91	7.92	4.31	8.89	43.5	27.89	54.41	29.47	33.07	18.06	31.81	99.75	25.45	6.48	14.62	18.16	11.87	14.87	20.3	40.12	13.45	5.69	4.21	7.68	7.78	13.2	15.22	40.91	55.24	32.19	50.19	26.49	26	4439	
NM_001552	28.86	46.47	32.21	36.47	7.38	15.13	5.39	5.75	8.31	14.83	32.96	73.75	72.74	65.83	32.41	39.88	44.62	61.39	112.89	104.44	18.53	0.96	1.33	2.22	2.33	22.33	9.49	74.48	153.03	143.39	80.29	99.45	26	4439	
NM_000418	3.73	15.18	8.22	10.82	30.69	22.63	12.88	34.29	45.53	30.82	43.33	21.56	7.26	26.84	29.12	21.25	20.37	14.0	43.01	16.63	36.25	8.92	12.49	16.35	19.37	47.1	43.66	54.7	50.12	33.9	34.27	39.44	26	4439	
NM_003150	12.59	21.17	20.77	18.56	15.26	11.32	15.56	14.26	16.46	11.62	21.69	92.15	10.81	26.71	9.27	14.92	20.34	46.3	41.43	14.84	26.99	3.48	4.72	6.44	7.43	9.76	14.2	46.91	25.89	31.98	27.57	40.76	26	4439	
NM_000985	6.48	18.09	6.37	26.28	18.72	14.63	38.98	24.17	26.87	25.28	38.02	53.69	38.18	27.87	25.87	14.16	25.3	59.9	43.74	63.13	41.52	7.36	8.04	14.94	13.11	36.95	34.83	24.6	29.33	23.77	25.11	28.12	26	4439	
NM_003529	17.64	30.66	26.32	40.53	20.04	15.5	23.08	23.71	24.26	32.42	28.11	24.31	16.65	11.48	21.43	28.51	10.97	31.08	42.23	15.03	25.19	22.85	29.04	38.3	56.64	78.94	74.1	9.86	15.19	12.52	11.12	11.11	27	17537	
