RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
XM_489715	3.86	1.97	9.41	6.66	0.73	9.64	8.7	4.84	6.15	2.33
NM_013505	9.48	5.98	2.86	9.41	8.63	6	0.39	1.09	0.04	9.89
NM_007913	4.57	4.85	8.98	0.71	1.85	1.91	2.67	3.07	8.14	3.53
XM_916519	8.43	3.46	6.16	9.32	8.76	2.19	8.31	6.3	4.03	8.48
NM_007832	1.61	0.91	6.98	2.92	9.74	3.32	4.09	6.7	7.4	3.35
NM_029846	0.18	2.35	5.82	2.61	7.15	2.21	8.36	7.31	4.67	3.84
NM_001110160	4.9	3.79	1.48	3.94	5.52	7.03	4.67	9.4	1.5	4.38
NM_013852	1.68	3.54	4.42	3.75	1.83	7.02	7.83	0.14	9.52	7.34
XM_906050	6.93	5.59	8.57	4.95	5.5	5.3	8.71	0.83	0.11	7.16
XM_001473837	2.61	3.82	5.44	5.91	5.36	0.96	6.52	3.3	3.17	8.93
NM_011814	9.78	3.53	7.38	1.53	3.43	2.77	0.11	9.58	1.32	5.68
NM_001083923	6.53	6.66	3.5	3.72	3.25	3.43	7.35	1.4	4.09	4.31
NM_001083922	8.5	9.39	0.47	9.79	1.79	8.21	7.12	7.83	9.05	7.41
NM_028976	2.24	2.41	7.81	0.96	8.43	6.38	9	2.51	8.14	6.59
NM_011641	5.87	3.45	1.22	4.57	4.67	8.07	8.51	8.66	0.15	8.72
NM_008678	9.18	3.18	4.92	9.78	8.82	7.65	4.25	2.71	5.46	3.98
NM_145974	7.71	9.32	1.75	6	2.18	5.74	6.61	0.89	4.59	9.54
NM_007959	3.9	8.04	9.65	0.28	2.46	2.72	0.48	3.68	4.86	3.82
NM_027618	9.94	7.68	9.81	6.7	1.54	1.13	7.46	2.68	3.82	4.51
NM_001033371	8.09	1.16	1.34	9.32	9.01	9.8	4.58	5.46	5.98	9.26
NM_010279	0.35	4.39	3.54	7.96	6.31	5.2	6.17	4.72	8.51	9.8
NM_207264	7.15	9.22	3.7	2.23	8.41	6.12	7.88	0.61	6.36	6.34
NM_018763	0.87	0.95	9.67	7.71	2.55	5.67	3.28	1.76	7.31	9.73
NM_029334	9.59	3.72	5.88	1.06	2.62	6.76	6.84	6.28	3.22	1.48
NM_175048	6.53	0.03	4.04	0.64	8.45	7.48	2.66	3.17	4.38	7.64
NM_001038991	3.96	6.92	9.94	2.37	9.31	8.66	4.33	6.05	4.1	8.79
NM_028658	5.24	6.39	5.27	4.21	7.15	7.92	3.98	7.01	5.19	5.14
NM_001038990	9.82	5.62	9.94	0.26	8.91	6.78	5.69	2.03	4.13	7.05
NM_013822	4.04	5.14	4.53	9.16	5.22	4.09	5.69	9.39	7.05	9.23
NM_020618	3.86	6.43	1.84	3.93	9.07	7.4	0.35	2.29	1.15	5.72
XM_001474440	6.19	8.89	3.23	8.61	9.04	6.13	9.81	5.6	1.93	0.79
XM_001474424	7.9	7.11	3.94	5.82	5.95	3.73	4.39	4.22	3.2	1.56
NM_178746	3.33	2.41	4.7	3.35	7.69	3.4	0.75	3.37	1.2	5.61
NM_029163	0.76	3.74	2.22	9.32	0.89	8.05	2.47	8.68	0.07	4.32
NM_145990	6.33	0.57	0.1	5.14	4.71	5.92	2.7	0.52	7.23	0.04
XM_001475484	4.95	3.32	1.67	6.26	7.43	6.71	4.84	0.07	8.6	8.96
XM_489754	0.94	6.09	8.04	1.93	8.03	0.26	0.83	5.98	4.74	8.15
NM_144823	1.22	4.36	1.58	9.08	0.23	2.95	7.37	9.92	8.73	4.42
NM_015824	6.63	6.86	6.09	0.02	9.26	3.74	2.67	0.21	8.12	6.3
NM_008714	7.87	1.68	6.61	6.88	3.54	5.56	9.54	6.81	4.85	5.32
NM_001077496	3.83	8.18	7.02	4.99	5.59	3.91	3.89	3.22	1.9	3.35
NM_178869	6.41	0.39	3.47	1.54	2.69	6.5	2.78	9.8	9.44	1.98
NM_194344	4.39	8.34	0.11	0.6	6.78	8.98	6.9	8.21	8.94	9.62
XM_001476544	2.33	7.57	7.49	4.78	7.37	2.11	1.01	1.04	0.95	0.76
XM_001002143	8.65	2.8	1.28	2.5	1.12	2.88	1.79	2.3	7.58	8.57
XM_891672	0.26	1.79	1.32	5.17	1.46	7.06	5.41	6.87	9.09	8.35
NM_033327	1.52	0.75	2.4	4.56	6.19	9.76	5.26	3.75	6.41	4.74
NM_146878	6.36	2.13	3.04	8.5	3.3	8.62	8.39	3.2	2.17	8.11
XM_982256	4.16	9.82	0.97	5.45	3.91	9.78	5.89	0.55	3.95	2.17
NM_178379	1.46	8.42	2.21	1.26	7.74	0.89	2.72	6.43	0.23	9.25
NM_007864	4.44	3.28	4.38	7.82	2.32	8.42	2.98	8.66	8.14	7.37
NM_011606	4.52	4.22	4.51	3.4	0.22	4.98	2.06	5.27	2.45	1.97
NM_008683	8.61	7.64	5.9	3.49	6.14	7	0.6	7.05	6.59	5.59
NM_134069	5.31	4.23	4.05	5.53	4.87	4.09	6.26	0.42	5.45	7.1
NM_013834	4.1	7.94	0.39	4.47	2.84	1.74	8.9	1.56	5.67	3.45
NM_146571	5.14	7.67	9.95	4.13	4.59	4.48	3.27	0.21	0.97	3.23
NM_028385	9.27	1.15	3.99	7.9	4.18	2.75	0.59	6.47	9.55	5.89
NM_146797	9.34	4.33	5.66	8.67	9.99	9.66	2.88	8.56	0.87	8.6
NM_001003947	4.96	3.29	9.89	4.39	3.5	1.26	8.96	2.25	5.1	0.29
NM_021893	3.31	6.29	8.52	7.07	9.4	6.85	6.28	5.85	6.6	5.12
NM_027764	3.2	0.76	7.5	2.61	9.05	7.06	3.24	0.85	2.02	4.32
NM_001082531	1.14	2.18	3.12	3	2.54	7.4	8.76	7.85	7.02	1.08
NM_009156	1.21	3.4	2.46	2.89	5.35	0.58	0.68	0.07	9.8	6.67
NM_019564	6.53	3.17	2.2	5.95	6.75	0.46	3.98	4.22	3.22	9.93
NM_001029837	1.9	5.92	5.34	2.32	3.43	5.44	1.24	6.53	7.09	5.39
NM_031187	7.54	3.97	2.56	8.03	0.05	6.49	3.38	0.6	7.03	6.71
NM_010929	1.48	6.49	3.87	2.22	4.18	7.17	8.82	4.29	1.82	8.89
NM_146593	2.84	2.02	3.38	4.25	1.46	5.7	2.07	2.51	1.83	3.55
XM_001477164	8.76	8.33	4.14	7.11	0.28	9.44	0.75	0.51	5.76	1.13
XM_891205	8.11	3.35	9.96	2.23	3.44	0.91	1.49	4.51	9.93	5.19
NM_146259	0.71	3.69	9.99	1.14	5	1.25	1.61	9.31	6.68	8.87
NM_130891	2.59	6.51	1.15	2.1	5.87	3.35	4.64	3.73	7.66	4.48
NM_053183	4.52	3.75	3.44	3.78	6.13	7.42	4.28	4.3	9.37	7.18
NM_010400	5.1	2.03	0.09	1.73	1.78	0.24	8.51	7.52	5.61	8.49
NM_145229	4.92	4.08	8.64	6.87	3.24	5.46	5.65	4.77	8.6	5.24
NM_054051	3.16	6.55	4.72	6.28	7.25	0.29	6.06	6.61	6.95	5.75
NM_030886	5.37	3.82	1.42	6.9	3.24	7.3	3.91	4.39	4.7	6.84
NM_009168	6.44	4.83	1.04	1.43	9.43	5.23	0.91	8.52	5.02	9.98
NM_001013751	9.52	8.67	7.76	4.78	0.56	8.91	4.46	9.81	9.12	3.86
NM_054093	9.53	3.64	2.39	2.35	7.15	7.07	9.8	4.94	8.64	9.01
NM_001033268	7.9	3.25	3.25	2.69	7.17	6.11	3.63	4.96	5.24	9.23
NM_008199	3.97	1.96	2.14	2.6	2.87	7.33	7.43	8.47	7.26	1.23
NM_009962	4.05	7.86	6.9	5.75	7.37	2.06	1.86	0.21	1.1	0.98
NM_172496	6.5	0.9	9.15	6.18	3.32	3.12	4.24	2	1.83	4.82
NM_023655	9.28	6.19	6.19	8.13	7.74	1.41	3.69	8.89	2.71	8.33
NM_001008424	8.15	5.8	7.29	0.22	0.21	3.8	0.75	1.77	6.77	4.43
XM_912802	1.64	8.57	9.1	0.31	7.91	7.6	7.5	2.22	2.8	8.05
NM_133203	8.55	7.35	0.18	6.04	1.92	4.17	4.28	5.35	2.26	4.21
NM_175280	7.49	0.12	2.95	8.89	0.19	3.46	3.63	0.33	7.63	3.03
NM_008773	6.6	1.86	8.99	4.7	1.41	8.87	6.46	4.46	7.9	8.34
NM_001015046	1.87	3.64	8.7	3.1	1.32	1.01	0.57	1.21	8.86	9.33
NM_011213	0.69	0.88	0.45	1.5	9.25	0.53	6.87	1.18	9.66	7.35
NM_029971	7.74	4.03	2.11	7.7	3.95	6.26	5.22	2.31	4.92	9.42
XM_914634	3.08	7.04	1.15	5.99	6.67	1.59	1.24	1.28	8.67	6
NM_008552	7.22	4.05	2.65	7.45	5.99	0.99	0.85	5.4	2.87	7.28
XM_001473372	9.64	9.96	7.45	0.03	7.37	1.71	6.46	8.84	2.01	4.81
XM_904712	0.61	1.02	3.71	4.02	6.72	8.08	4.62	1.88	5.7	2.72
NM_145611	8.7	0.54	6.52	9.67	0.17	8.16	9.68	9.7	4.69	6.17
NM_020488	2.48	1.97	0.82	4.28	8.83	7.4	8.53	1.34	3.84	8.36
NM_007625	9.37	9.35	7.85	1.12	7	7.53	5.37	2.39	1.46	3.85
NM_007459	6.81	3.89	6.48	1.9	3.62	9.07	1.17	4.2	4.63	1.37
NM_175007	3.19	5.67	0.81	5.42	3.83	8.66	0.14	0.66	0.52	7.23
NM_178207	1.96	5.86	9.01	3.22	2.87	0.88	0	6.12	9.11	8.33
NM_178206	1.33	7.64	9.92	5.68	9.75	6.49	5.45	8.51	4	8.54
NM_175675	8.29	7.7	0.9	7.15	5.62	8.9	8.64	8.18	6.13	5.72
NM_029626	6.89	9.94	7.65	0.09	6.11	6.34	5.66	0.89	7.72	3.57
NM_013585	4.5	4.19	4.64	1.96	7	6.78	1.51	5.12	0.95	4.29
NM_012028	3.66	1.52	2.32	4.05	8.85	6.19	2.56	2.57	0.83	2.56
NM_001025444	3.32	4.77	8.69	1.53	5.55	1.56	6.57	9.42	2.73	3.55
NM_148950	4.02	2.86	2.39	6.74	7.56	5.69	5.97	4.93	0.07	8.15
NM_001040055	3.19	5.16	4.71	6.4	6	3.27	2.36	7.51	9.47	1.57
NM_029281	1.22	8.02	1.93	4.22	2.72	7.68	0.2	4.37	7.97	2.78
NM_021610	7.99	4.82	4.53	9.34	0.43	3.02	3.4	3.39	7.34	9.38
NM_001039047	7.23	3.02	1.6	2.15	3.37	5.33	4.22	7.72	0.57	2.55
NM_080440	7.72	8.91	1.08	0.4	6.03	0.8	4.44	6.37	9.81	7.59
NM_181324	7.27	1.01	0.72	7.48	8.18	4.43	7.09	2.28	0.05	7.71
NM_146245	5.38	8.82	8.89	2.37	3.58	9.13	4.97	9.49	7.34	6.98
NM_009063	9.36	7.48	0.18	0.71	3.94	8.4	1.94	8.59	2.61	5.64
XM_001471854	5.82	8.35	0.89	3.51	0.1	8.6	1.38	7.63	2.31	1.92
NM_009888	2.87	8.94	1.85	1.27	3.78	2.59	8.61	9.82	4.97	0.01
NM_175149	5.96	9.34	9.17	5.41	5.34	7.27	8.4	3.05	0.5	3.98
NM_027617	7.69	1.99	9.59	6.62	1.43	9.61	1.95	8.84	1.17	1.25
NM_024215	3.56	9.82	2.3	2.77	3.02	3.11	5.48	1	4.63	7.36
NM_007681	3.7	3.37	1.27	3.12	9.29	3.53	3.63	5.36	5.42	3.4
NM_145137	0.76	9.03	0.74	2.61	8.09	1.19	3.19	0.12	9.84	7.25
NM_172806	0.78	3.88	4.95	0.22	9.02	4.1	6.33	6.4	7.5	4.64
XM_974678	3.34	3.32	8.72	3.14	6.66	5.23	0.09	4.2	7.43	8.21
NM_011543	1.38	0.05	4.45	6.62	4.81	9.28	7.81	2	5.53	9.97
XM_001480967	9.49	4.42	1.47	9.89	9.19	2.26	6.01	6.1	2.19	0.82
NM_008418	5.82	5.3	9.54	7.42	5.5	2.64	8.61	5.54	1.27	6.57
NM_134469	0.75	9.4	2.3	7.75	1.81	6.8	3.18	4.39	6.99	3.82
NM_013864	6.3	8.31	7.95	1.79	2.81	1.33	7.18	0.3	6.82	2.19
NM_009459	9.01	0.96	0.35	2.84	9.33	1.29	8.75	6.2	1.79	3.8
NM_201360	2.71	5.26	1.31	0.97	4.68	7.68	3.18	0.51	6.1	2.15
NM_026073	7.63	5.95	7.87	7.47	2.56	7.82	2.62	8.81	0.82	0.73
NM_011366	7.3	8.66	1.26	9.99	4.95	0.19	7.4	4.38	7.92	9.52
NM_011165	9.59	5.2	8.96	1.06	0.8	4.01	8.84	1.4	3.82	5.72
NM_172510	2.12	0.14	2.5	9.43	9.56	4.6	4.13	3.92	1.77	5.02
NM_010322	0.96	0.18	3.58	4.04	3.8	6.38	9.95	6.94	8.75	2.08
NM_023233	2.92	9.97	7.64	2.59	6.34	5.58	5.4	0.82	6.55	9.27
NM_001081378	6.14	3	4.89	6.17	7.13	0.29	0.1	8.85	1.85	3.17
NM_134216	4.15	5.34	8.29	0.44	9.81	9.65	2.31	4.45	8.22	3.65
NM_027350	4.14	7.99	9.57	6.81	9.06	3.25	5.61	5.19	4.53	2.04
NM_145836	4.13	7.82	9.42	5.51	7.56	3.31	3.51	2.24	9.18	2.55
NM_007489	1.39	8.36	9.89	2.6	3.18	4.98	6.53	2.17	8.79	6.19
NM_133210	1.86	6.9	0.66	7.21	5.09	4.05	0.04	1.57	4.34	9.64
NM_010357	1.4	8.83	0.14	2.99	5.74	7.74	0.6	4.52	9.23	0.26
NM_026198	6.77	7.18	8.78	4.97	6.76	4.1	1.5	1.66	6.13	3.17
NM_001001806	1.22	4.38	0.84	7.93	9.03	2.45	1.99	0.15	6.94	5.28
NM_008480	7.22	7.18	1.03	6.5	5.84	6.34	1.98	2.15	1.53	2.18
NM_146655	9.64	6.12	0.63	6.24	0.54	6.69	0.11	1.48	1.1	3.19
XM_917516	7.18	3.72	0	3.34	4.38	9.71	0.39	3.21	7.45	9.26
NM_010008	4.91	9.17	0.62	3.12	7.27	5.95	3.92	0.99	2.7	3.43
NM_007946	3.2	5.94	2.93	9	3.56	9.8	5.58	2.48	5.73	0.55
NM_008437	0.87	7.09	1.28	6.46	3.67	3.24	4.02	8.57	2.87	2.66
NM_172161	5.67	8.21	1.36	5.73	5.36	7.14	7.11	1.11	2.54	0.68
NM_146643	3.99	9.82	7.88	9.22	2.58	3.9	1.91	8.88	3.23	5.19
NM_177306	4.21	0.41	10	9.6	0.33	8.47	4.1	2.77	0.31	0.87
NM_172825	7.05	8.26	5.81	2.35	0.17	6.42	4.92	3.11	8.07	0.65
NM_026410	3.47	4.24	9.35	9.11	1.77	6.16	7.92	4.98	5.42	6
NM_146130	0.03	5.71	9.54	7.02	5.83	1.11	2.72	8.31	1.58	7.44
XM_914183	7.79	7.66	8.11	0.1	1.99	3.22	8.1	7.49	5.06	4.47
NM_025705	9.77	2.55	7.3	0.9	4.58	7.49	5.09	5.27	2.24	8.19
NM_027562	9.04	6.67	9.89	9.86	5.16	2.4	1.47	4.51	3.37	1.24
NM_021487	0.5	2.93	9.42	1.07	6.67	0.9	1.28	8	1.17	6.62
NM_001011861	7.4	8.5	5.16	8.38	7.14	5.31	7.72	4.08	3.06	8.92
NM_001001450	6.34	5.33	1.15	9.84	0.11	2.6	8.87	8.89	1.29	0.76
NM_028875	0.1	8.13	8.38	2.13	7.47	4.91	0.12	9.41	4.99	2.34
XM_001479883	9.52	8.65	7.67	7.8	6.7	9.91	1.85	8.01	4.83	3.94
NM_181582	7.31	5.51	4.73	3.88	3.91	8.98	8.82	5.83	0.04	2.84
NM_001081249	3.01	8.1	6.02	4.73	3.81	0.49	5.52	0.23	1.54	1.61
NM_183113	5.67	1.65	2.56	3.97	3.83	0.2	1.95	6.86	6.68	7.12
NM_172891	1.46	0.85	3.02	4.32	3.72	8.63	1.13	0.28	8.26	6.49
NM_207242	7.15	6.09	5.59	1.54	2.87	3.74	1.13	5.42	6.07	3.65
NM_008790	9.8	9.47	1.98	9.48	1.39	3.51	5.46	9.1	5.86	9.67
NM_026768	2.84	9.21	2.91	6.92	6.9	3.6	7.66	2.45	7.05	2.69
NM_025358	9.01	2.99	6.25	8.75	7.96	7.79	1.17	6.99	0.41	3.29
NM_029682	1.19	8.3	2.12	2.47	7.12	1.25	6.06	3.61	5.09	9.93
NM_011664	9.61	6.39	1.69	1.89	3.65	7.71	9.16	4.11	3.18	5.86
NM_022326	0.23	7.38	7.09	6.68	6.99	0.24	3.16	7.14	7.35	8.57
NM_023370	8.41	5.48	3.14	8.97	2.97	7.59	8.03	5.76	6.62	2.11
NM_023323	9.25	2.51	2.32	8.13	4.19	4.4	9.27	5.59	4.28	9.04
NM_145387	7.41	1.1	7.09	0.03	1.37	9.95	3.55	0.35	4.8	7.83
NM_010915	3.32	4.65	3.76	2.09	0.23	3.53	1.95	6.75	9.33	5.54
NM_133980	2.45	8.45	5.25	7.13	7.75	4.2	4.85	8.07	0	9.59
NM_027861	8.29	8.19	8.37	6.48	5.04	3.2	7.56	8.91	7.67	0.49
NM_011207	8.99	2.86	5.12	7.82	5.6	0.67	9.07	7.86	1.87	6.22
XM_908254	6.43	8.27	3.13	6.35	0.33	8.1	6.76	6.95	3.23	4.78
NM_008116	2.5	8.6	8.36	6.08	5.37	1.67	1.67	1.68	7.97	1.36
NM_001081040	6.04	1.12	0.92	0.17	5.77	7.09	3.99	0.97	9.94	6.87
NM_011821	9.9	2.51	2.48	5.46	2.1	4.27	4.68	1.93	8.65	0.78
XM_905108	2.53	4.31	7.9	3.1	1.2	2.78	4.38	9.99	9.55	8.81
XM_976855	3.84	8.79	9.04	0.26	7.76	0.31	2.09	8.46	5	1.34
NM_028360	9.67	5.06	9.78	6.37	6.67	1.76	9.77	7.2	0.89	8.97
NM_138676	1.57	0.98	7.8	2.96	6.36	5.19	5.85	4.49	2.92	0.05
NM_009415	4.34	1.71	8.46	1.33	4.43	1.21	3.37	6.46	6.17	7.97
NM_001001810	7.07	3.56	4.94	4.74	3.81	7.07	7.49	1.29	3.96	7.9
NM_175022	7.91	6.31	8.95	2.8	6.47	7.78	4.72	3.38	4.21	0.82
NM_013496	4.43	9.84	6.84	3.47	1.9	6.12	3.49	5.87	1.16	0.31
NM_008777	6.6	2.21	2.61	2.55	0.51	6.97	9.34	9.29	8.79	1.84
NM_172596	5.22	1.82	3.68	6.69	0.38	6.76	3.54	9.21	4.25	3.66
NM_178719	7.45	7.94	2.86	8.19	5.71	6.6	9.02	6.1	2.7	1.92
NM_027880	2.27	3.85	5.17	6.52	4.34	7.17	1.29	6.15	5.47	8.95
NM_001002794	6.67	2.67	6.7	1.01	4.1	5.39	4.67	9.49	2.51	0.15
NM_198311	4.6	4.04	8.46	9.73	8.58	0.34	0.15	1.52	8.77	5.57
XM_111542	2.06	3.32	7.15	6	5.72	0.68	6.75	5.24	1.33	8.62
NM_080458	9.51	1.89	9.61	7.93	1	8.99	2.34	1.94	9.56	2.84
NM_172926	3.61	7.03	4.71	8.49	6.54	8.13	1.32	8.51	9.18	8.86
NM_008796	3.25	1.62	9.26	8.47	2.85	1.93	2.8	8.86	6.42	8.55
XM_001473101	9.12	8.28	1.3	9.82	4.65	6.7	1.5	6.05	2.73	8.7
NM_133933	3.85	4.41	1.8	5.17	3.53	8.37	4.48	5.65	6.53	7.43
NM_001035854	1.67	7.1	2.41	7.45	5.81	9.51	0.84	4.62	3.04	0.66
XM_981221	8.37	0.78	3.62	7.95	8.84	1.1	0.77	1.65	7.01	7.74
XM_916892	1.26	5.51	8.89	5.19	4.9	8.33	8.03	6	1.32	5.26
NM_007401	4.99	1.75	6.17	9.54	6.05	3.05	2.79	1.38	2.37	6.21
NM_026479	0.82	9.23	8.88	5.08	6.59	5.3	5.62	9.72	7.01	7.33
NM_181040	9.54	3.69	7.25	1.68	9.94	1.53	5.59	4.91	8.99	5.75
NM_013467	3.98	4.61	1.28	7.36	1.64	3.72	1.86	9.24	4.23	2.43
NM_008297	7.25	7.5	2.01	1.43	6.92	3.4	2.39	6.67	0.25	2.11
XM_977547	2.04	2.29	5.62	7.76	5.3	3.2	7.26	6.59	6.97	7.12
NM_007557	0.02	5.74	2.21	7.52	7.41	0.81	5.85	0.2	4.17	9.3
NM_001033654	7.15	0.01	4.49	6.89	9.01	7.67	7.07	8.6	8.9	2.9
NM_001038621	4.57	6.6	3.52	0.86	6.5	5.98	1.64	6.57	6.52	5.93
NM_011350	3.86	4.52	1.24	7.79	5.17	1.12	7.94	8.66	9.18	0.65
NM_011593	6.83	5.07	4.27	3.26	5.68	9.43	6.84	5.8	9.79	1.87
NM_025719	6.14	7.59	1.32	3.82	2.87	1.17	7.49	1.07	9.45	5.98
NM_011272	8.2	6.23	9.7	9.12	9.61	2.32	1.31	5.13	5.34	8.61
NM_027250	3.9	8.63	9.22	8	9.49	6.49	4.33	7.09	3.75	9.77
NM_028734	4.05	3.9	0.27	6.62	9.34	8.95	2.21	4.45	3.66	6.8
NM_198162	2.63	6.08	6.55	2.59	1.51	8.44	4.8	1	6.5	8.92
NM_008021	0.5	0.83	1.82	0.55	0	3.46	3.66	6.38	2.54	1.61
NM_008917	9.27	5.72	3.95	3.31	9.72	5.71	5.74	3.66	7.91	0.46
NM_182997	0.08	4.02	9.41	0.78	7.22	5.04	3.82	7.1	9.2	0.84
NM_001003939	2.76	4.68	6.99	7.07	4.34	0.64	4.95	2.53	8.01	0.56
NM_026171	5.94	8.4	0.65	4.32	3.83	1.1	0.42	3.15	0.42	0.62
NM_001003910	4.68	8.06	7.86	0.51	5.79	5.39	3.96	8.62	7.97	6.41
NM_010365	4.82	8.01	4.14	3.07	0.06	1.31	1.7	7.77	9.34	9.19
NM_001080712	5.45	0.28	0.25	2.25	4.82	0.09	2.75	5.09	9.98	3.46
NM_029939	8.29	5.09	2.57	9	2.33	3.52	5.28	7.13	7.14	5.27
NM_145565	8.08	9.62	3.4	1.54	2.91	3.24	4.5	6.63	5.76	7.74
XM_909437	4.58	8.56	1.55	2.07	9.47	6.79	4.25	1.15	2.71	2.15
NM_008667	2.14	9.49	4.37	4.17	5.86	1.89	9.76	2.78	3.67	2.69
NM_153597	9.75	6.72	5.81	8.99	8.72	2.75	5.34	1.26	8.8	8.41
NM_008851	2.94	9.34	5.18	0.02	8.31	7.89	5.02	2.79	9.72	9.9
NM_010593	3.4	5	3.25	9.36	0.76	0.22	7.79	8.77	4.99	7.95
NM_010616	4.73	8.47	1.97	8.53	4.77	5.8	8.13	2.63	1.17	4.61
NM_010672	3.76	8.57	4.05	5.1	4.9	3.18	0.65	2.51	6.74	7.23
NM_023871	2.94	8.69	0.51	1.04	0.7	1.75	3.39	3.68	3.99	3.7
NM_023739	8.71	3.08	3.26	5.89	6.41	9.51	9.99	1.87	5.4	7.04
NM_133962	1.01	6.08	6.06	6.52	1.82	6.59	3.03	9.18	6.98	9.34
NM_001085417	4.98	0.98	6.12	8.8	6	4.95	0.65	0.27	0.96	0.82
NM_178653	8.74	8.82	5.46	3.41	3.83	0.32	5.84	2.07	9.58	6.34
NM_001085416	8.16	6.09	0.56	3.42	0.83	4.26	0.1	7.78	5.88	2.24
NM_001085415	9.55	7.59	9.64	9.66	2.5	0.93	2.29	6.84	7.48	6.75
NM_008768	2.6	3.34	6.71	1.2	9	1.44	3.77	0.74	8.75	6.99
NM_007965	4.99	1.16	4.83	6.68	6.52	3.68	6.94	3.58	5.67	4.11
NM_026473	5.69	5.17	0.96	3.48	5.37	2.09	9.78	7.91	6.92	2.73
XM_914575	0.79	9.57	6.41	0.32	8.6	3.77	5.08	5.86	4.1	5.6
NM_022988	8.89	9.78	4.05	4.68	6.01	0.18	1.26	0.67	9.42	3.88
NM_010507	9.74	9.07	1.23	0.1	4.71	1.04	1.98	2.36	0.58	9.52
NM_008265	3.42	5.65	2.96	2.91	0.11	2.21	9.88	6.86	0.6	4.52
NM_001081643	9.38	0.62	5.87	5.23	6.01	3.64	4.92	7.05	1.96	5.49
NM_138721	9	4.79	5.18	3.41	4.43	6.75	7.73	6.02	8.49	9.99
NM_008655	3.5	9.67	2.36	3.69	7.33	7.25	3.7	3.96	9.8	5.36
NM_013814	2.15	5.3	2.86	2.3	0.35	4.28	9.88	9.58	9.97	6.05
XM_196054	4.94	3.18	5.82	7.73	8.26	7.84	8.14	9.17	8.92	0.6
NM_172797	8.18	7.73	0.23	4.21	3.12	2.64	7.66	2.57	7.76	1.77
NM_011699	6.97	3.31	7	5.37	0.41	5.59	1.57	7.35	9.31	5.24
NM_178632	0.4	3.47	6.08	9.98	3.08	7.93	0.89	4.26	8.89	4.06
NM_026440	6.48	2.81	2.8	3.21	5.45	6.16	2.94	9.7	4.91	7.03
XM_622091	5.05	2.93	0.4	6.91	3.32	8.83	6.08	3.98	5.06	2.98
NM_172284	4.97	2.02	7.63	2.06	2.55	4.72	5.15	5.4	1.61	6.21
NM_133923	8.62	2.31	7.17	7.37	1.32	8.05	2.71	2.48	8.58	9.73
XM_001473207	4.79	9.65	6.21	5.9	2.04	1.58	1.42	5.23	3.86	1.38
NM_021369	7.92	1.36	2.81	2.07	0.87	2.61	0.17	8.2	1.33	6.11
NM_011747	2.01	7.3	0.42	6.74	2.08	8.28	0.5	1.25	3.57	7.68
NM_025456	9.53	8.12	8.18	4.43	6.81	7.38	9.55	7.87	5.03	5.99
NM_009710	1.68	9.94	6.86	7.17	5.77	5.79	0.82	0.71	8.07	3.34
NM_001038018	4.95	5.99	0.93	7.78	2.78	0.03	3.89	4.93	7.56	1.38
NM_172252	8.24	1.2	1.44	0.32	3.22	6.89	9.54	9.74	0.43	3.03
NM_008376	2.68	6.01	2.92	3.69	7.59	2.38	3.85	9.89	5.06	2.68
NM_153102	9.93	6.98	7.05	6.58	8.78	4.98	4.54	5.2	8.51	2.2
NM_025821	6.98	0.02	6.9	3.73	7.05	7.21	5.38	1.81	0.01	9.37
NM_133649	0.84	2.1	3.48	7.11	8.42	6.64	3.95	7.66	0.94	4.92
NM_133648	9.48	4.56	6.69	6.24	1.28	5.91	6.82	2.04	5.99	8.95
NM_053257	9.57	3.36	3.61	4.93	6.05	8.66	9.15	2.55	8.76	6.36
NM_024256	5.83	3.26	8.32	3.78	4.94	0.32	0.88	1.24	6.61	9.04
NM_145956	5.17	9.73	7.65	9.72	6.66	8	6.6	9.95	2.92	1.67
NM_009208	0.37	2.94	0.02	5.25	4.65	2.43	4.23	8.41	2.86	1.96
NM_011503	4.72	3.04	2.36	8.46	0.95	0.5	2.14	1.91	6.03	2.92
NM_172578	4.9	8.8	8.88	9.82	1.37	9.04	8.58	2.31	3.5	1.2
NM_153515	3.79	8.59	2.98	8.16	4.76	4.64	4.11	5.26	3.45	6.48
NM_001013256	4.1	3.66	8.24	3.69	6.96	4.14	7.07	8.96	7.99	8.41
NM_009876	3.91	3.59	4.06	3.23	5.8	5.79	6.31	8.32	1.99	1.19
XM_001477203	7.29	8.26	5.34	1.86	2.09	1.89	7.81	9.22	3.25	1.84
NM_009285	6.24	8.96	1.1	5.99	7.31	8.42	6.94	8.54	7.96	4.46
NM_010598	8.85	6.78	9.89	0.97	4.06	3.63	4.45	7.49	0.91	1.79
NM_033322	5.48	5.99	5.57	6.06	5.2	4.52	5.47	1.79	1.01	3.61
NM_080442	3.21	2.27	8.1	1.35	7.72	4.01	8.52	5.88	7.27	9.69
NM_010860	9.25	0.24	5.96	0.95	7.14	1.56	5.35	1.74	9.8	5.85
NM_175499	1.95	8.8	8.37	9.27	0.66	0.68	8.41	1.5	5.92	0.64
NM_026140	8.26	5.2	8.5	8.27	1.04	2.84	4.6	9.86	2.33	2.67
NM_008490	4.22	2.26	3.6	3.01	9.69	6.28	0.49	7.15	1.41	2.06
