RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
NM_002756	4	1.98	5.28	8.16	7.03	8.9	8.92	0.72	5.5	4.4
NM_004647	8.44	4.08	1.83	2.56	7.02	2.56	3.69	1.61	5.23	5.24
NM_001098791	5.74	6.49	6.86	2.82	6.59	5.53	0.78	4.35	0.88	5.85
NM_001098790	6.37	2.42	5.14	0.6	7.42	2.02	0.05	4.16	4.81	8.57
NM_016479	4.38	8.63	5.56	2.46	1.05	2.69	0.82	5.05	9.5	1.29
NM_019043	1.16	7.38	5.15	1.38	1.83	8.96	4.75	7.19	6.08	5.44
NM_012353	0.08	1.39	8.95	3.03	2.46	0.35	6.74	2.53	5.33	8.15
NM_014745	4.61	1.4	5.85	0.96	1.39	9.74	4.62	7.54	6.06	9.31
NM_006991	7.92	5.73	4.77	2.47	2.27	4.67	2.46	1.04	7.54	2.1
XM_001132644	6.88	6.11	0.04	4.49	9.49	9.59	0.89	5.48	8.19	4.82
NM_001002029	9.41	4.34	9.05	6.72	7.83	4.68	5.05	6.98	8.65	3.89
NM_016242	2.59	4.03	8.97	8.25	9.75	6.05	1.06	5.2	8.02	9.24
NM_022139	7.66	2.1	4.92	7.96	7.26	5.3	2.71	6.07	5.42	5.32
NM_001690	3.94	8.03	1.36	9.87	2.59	5.12	7.79	9.82	6.97	9.64
NM_001013625	3.73	7.35	9.72	1.05	7	5.89	5.27	4.86	4.73	8.47
NM_175743	8.68	1.14	6.47	0.85	1.37	4.46	0.86	7.39	3.91	1.01
NM_175742	5.68	0.17	8.61	1.02	4.17	9.65	3.19	9.7	2.94	4.53
NM_000202	2.54	3.63	7.23	7.96	5.46	8	5.7	6.91	3.06	7.77
XM_001134252	0.78	2.73	9.75	9.27	9.36	3.57	9.34	6.3	5.43	6.14
NM_032601	9.85	6.47	7.37	6.47	3.64	0.26	1.28	2.44	2.78	1.67
NM_004921	9.37	9.05	7.02	9.01	8.27	6.38	6.9	8.92	3.56	7
NM_000582	6.16	1.37	2.06	5.34	8.64	9.76	7.7	4.77	7.22	5.25
NM_033309	9.75	2.65	9.56	6.29	2.62	4.57	0.49	9.44	5.96	9.38
NM_205862	4.9	7.45	6.54	4.41	0.69	0.1	5.48	5.94	1.62	4.52
XM_001133294	9.67	7.89	1.5	5.13	9.05	8.22	2.74	1.43	0.09	4.56
NM_004057	1.58	4.8	5.69	5.96	3.41	8.23	3.58	6.11	6.8	5.92
NM_001001411	2.81	9.64	6.83	0.48	6.45	4.75	2.18	2.82	8.23	1.99
NM_031266	6.02	9.01	6.7	8.2	9.25	6.63	3.77	3.58	1.17	3.38
XM_027236	6.79	6.83	1.53	7.79	3.01	3.96	1.23	1.9	0.12	8.46
NM_152558	4.52	0.96	4.03	6.02	8.66	8.45	5.84	6.74	5.43	1.13
NM_014613	7.53	1.06	0.6	0.72	8.99	5.1	7.04	8.12	4.87	2.14
NM_003389	0.79	8.81	6.81	5.96	0.04	2.85	0.15	2.62	5.63	2.85
NM_015379	2.96	5.04	5.86	8.58	5.68	1.01	9.53	8.34	0.66	6.37
NM_003252	3.27	7.55	7.46	3.54	5.59	0.63	7.81	2.47	5.75	7.99
NM_021647	7.16	1.23	1.95	6.56	7.46	4.88	0.19	6.78	0.43	1.42
NM_001015072	7.34	3.67	1.42	1.04	6.72	3.7	0.34	3.39	0.16	7.66
NM_033394	4.43	4.93	2.61	4.91	7.41	9.58	2.56	9.66	1.83	3.44
NM_012377	7.24	2.63	0.9	9.59	9.92	5.23	6.94	9.3	5.76	9.57
NM_001954	1.95	5.07	7.27	2	8.12	3.44	4.96	0.93	6.22	6.97
NM_138361	2.35	0.66	7.39	7.38	9.68	4.26	5.02	0.7	9.37	5.53
NM_013437	4.12	8.74	0.94	4.07	9.41	4.82	7.83	4.79	3.96	4.39
NM_001010912	1.36	9.41	6.33	8.72	5.95	8.12	0.01	7.91	4.87	0.86
NM_080918	4.94	4.69	6.36	5.64	9.44	0.31	6.08	5.89	7.39	4.77
NM_080916	1.78	0.84	5.86	2.03	6.68	0.12	0.54	0.86	9.38	9.71
NM_015117	5.3	7.44	7.69	8.59	8.54	3.25	7.8	7.73	1.84	0.5
NM_207197	8.67	2.05	6.08	6.69	6.44	6.19	1.34	0.75	2.12	3.24
NM_207196	0.47	1.98	2.33	2.88	8.05	4.57	1.39	8.25	3.29	0.72
NM_207195	0.99	7.61	6.3	9.61	2.71	2.9	0.99	7.43	4.77	5.04
NM_207194	1.21	5.68	3.31	4.66	1.89	4.2	7.05	7.66	5.18	1.02
NM_207191	1.25	4.71	2.08	2.15	7.4	8.14	0.73	4.55	8.72	6.86
NM_004532	0.83	4.08	3.67	6.08	6.35	3.15	2.27	9.87	7.55	6.7
NM_006256	0.59	4.73	0.33	3.67	0.17	0.58	3.95	6.58	8.74	8.02
NM_012134	7.41	6.08	4.14	7.5	6.04	7.9	8.43	9.32	5.94	2.11
XM_001132609	0.58	6.74	3.23	2.36	8.96	7.73	2.76	9.31	3.51	6.08
NM_015164	5.49	2.18	6.87	8.08	0.86	0.68	9.42	2.51	0.37	2.55
NM_003721	7.08	3.97	5.64	2.63	5.09	6.12	1.17	0.75	6.03	6.67
NM_006167	2.16	1.54	8.92	8.32	2.37	5.96	6.33	5.43	0.31	2
NM_000344	8.3	1.82	3.7	8.56	7.31	5.43	1.6	5.33	8.6	4.53
NM_203370	3.11	2.98	2.34	0.82	4.34	2.75	4.94	4.34	7.2	0.05
NM_001861	8.95	8.37	0.44	6.12	5.38	9.92	7.56	7.33	0.43	0.46
XM_001134276	2.82	2.78	7.73	4.58	5.97	3.88	7.44	2.07	4.03	5.66
NM_000719	0.64	4.03	2.94	1.54	3.33	7.85	1.98	2.46	2.07	2.19
NM_000514	9.75	7.18	7.25	2.07	5.42	2.77	7.71	9.95	6.05	3.31
NM_001105209	5.78	7.82	3.59	3.16	1.64	4.89	6.97	0.41	4.68	2.03
NM_001105208	3.91	1.58	0.41	5.08	8.92	8.47	9.79	4.92	7.83	0.18
NM_001105207	6.9	8.42	9.21	8.63	2.88	7.64	7.9	6.73	6.49	4.74
NM_001105206	3.12	1.49	5.01	4.19	8.37	8.6	7.31	3.8	4.84	9.69
NM_020328	8.34	6.51	3.02	9.99	6.33	8.06	2.35	4.58	9.66	3.62
NM_020327	4.14	1.04	0.11	8.22	2.8	2.87	4.83	6.03	2.25	4.31
NM_201613	5.08	6.56	2.28	6.19	6.48	2.04	2.27	4.74	1.06	6.66
NM_201612	0.69	7.18	0.41	7.37	6.02	2.31	7.37	5.28	9.03	9.15
NM_001967	8.26	9.78	1.05	2.29	2.22	7.69	2.66	0.82	6.21	8.7
XM_937523	6.44	5.97	8.61	4.91	2.43	0.16	2.28	2.65	5.92	7.53
NM_001011658	5.64	1.87	6.76	3.01	5.45	2.62	3.45	1.18	6.42	3.93
NM_002379	0.05	0.62	6.91	4.32	8.89	7.81	3.2	1.68	5.58	8.41
NM_013252	1.74	3.41	6.3	3.5	0.98	3.41	0.08	0.38	7.76	8.03
NM_018462	4.31	3.92	2.85	9.7	1.89	8.81	4.79	1.93	8.54	7.17
NM_001866	0.51	2.6	9.24	7.2	6.94	2.39	4.6	9.93	8.87	9.13
NM_033200	2.72	1.02	2.6	3.11	3.69	6.3	1.06	7.82	2.54	3.07
NM_006216	5.52	9.6	6.16	4.36	3.78	3.01	1.84	9.59	3.72	8.19
NM_016201	1.76	7.31	1.32	9.35	4.34	0.53	5.33	4.48	7.59	6
NM_001017962	3.56	5.1	6.26	9.18	0.03	9.46	3.33	7.68	0.09	9.77
NM_001039576	6.11	4.33	6.49	8.03	3.95	3.59	5.79	6.17	2.46	6.21
NM_001039575	9.17	3.39	5.47	6.85	0.38	8.43	3.75	3.8	3.54	8.11
NM_006080	4.14	1.84	9.49	1.55	9	7.18	6.08	7	3.6	5.86
XM_166320	1.6	6.51	3.36	6.11	4.81	4.27	5.21	8.68	2.83	8.76
NM_015555	6.25	7.36	1.11	9.48	5.48	4.55	4.92	4.55	9.57	4.78
NM_152436	6.3	3.38	8.41	9.87	1.37	3.14	2.41	2.43	3.9	7.86
NM_182684	9.89	8.33	7.06	4.67	2.12	9.7	6.81	4.01	1.43	3.29
NM_182683	9.35	0.34	3.45	0.3	9.82	7.3	9.86	8.89	6.77	4.83
NM_012104	5.25	1.75	8.85	5.98	6.75	3.06	9.97	9.76	4.33	8.32
NM_018009	2.71	1.11	4.79	9.24	8.08	3.58	4.26	6.08	5.45	8.95
NM_002124	9.99	4.37	6.39	1.84	3.15	5.14	1.84	1.35	8.84	7.02
NM_144675	5	8.94	6.1	8.05	2.17	5.83	7.68	9.71	0.39	1.63
NM_032881	8.49	8.94	8.38	2.4	9.72	8.47	1.23	6.49	0.14	0.99
NM_003890	3.9	5.96	6.8	6.92	2.07	3.62	1.63	6.27	6.67	7.2
NM_145171	1.9	7.35	5.31	6.68	5.05	3.47	5.58	6.44	6.87	6.37
NM_020442	1.62	0.43	3.39	6.59	8.09	7.07	8.54	0.3	4.98	0.68
NM_001005287	2.25	2.47	9.82	6.91	8.41	1.67	3.98	0.85	6.33	0.82
NM_019041	6.05	8.4	5.41	4.9	7.85	6.35	0.41	2.48	9.13	0.68
NM_031923	6.69	6.99	5.68	2.79	4.57	9.1	0.81	5.03	6.04	7.34
NM_001037126	2.94	9.64	0.22	4.28	4.42	3.98	1.35	6.13	5.35	9.97
NM_144974	4.31	8.18	6.46	7.19	0.07	4.04	3.08	3.3	5.33	9.37
NM_016203	3.13	2.96	4.29	7.7	7.01	9.26	3.08	7.68	1.96	4.87
NM_020233	8.58	1.51	6.99	7.3	9.88	6.6	4.8	7.31	1.77	3.9
NM_001010887	4.35	8.8	3.37	1.51	8.96	1.85	6.28	4.98	0.92	7.79
NM_145028	4.87	6.36	0.58	1.2	7.98	2.67	3.16	8.07	9.72	2.9
NM_002292	2.89	5.43	9.83	7	1.77	5.41	9.6	9.24	0.31	1.07
NM_001005163	4.86	1.41	2.61	8.71	5.89	4.24	0.88	4.9	9.79	6.92
NM_005091	7.6	7.38	3.18	4.3	1.67	8.97	4.22	5.88	2.26	5.97
NM_032107	8.41	5.03	5.99	1.36	5.55	8.42	1.44	8.83	4.03	9.26
NM_175863	6.62	8.72	3.94	8.06	0.23	4.77	6.2	9.38	7.38	2.91
NM_001039487	1.15	2.48	9.44	3.49	1.71	8.43	7.55	3.57	2.35	5.75
NM_006988	4.52	9.36	2.48	9.39	9.5	2.01	7.23	4.99	6.49	5.47
NM_152829	5.79	2.11	9.4	4.92	0.61	3.2	9.96	3.18	0.92	1.02
NM_138797	5.29	4.32	8.93	5.03	0.7	5.61	3.63	0.57	5.94	1.6
NM_152470	6.12	5.86	5.84	5.5	4.31	6.28	2.44	3.67	9.33	4.22
NM_003711	2.04	9.47	0.51	4.39	6.09	7.75	4.88	7.73	0.49	5.8
NM_013281	1.59	7.7	7.33	4.9	2.08	8.76	6.04	3	9.85	9.46
NM_002878	6.01	4.19	2.9	0.17	6.43	5.97	9.26	7.68	0.75	7.51
NM_003922	1.39	9.81	3.96	4.7	5.91	5.05	4.74	6.62	7.26	0.62
NM_003022	6.84	9.45	6.18	0.88	8.83	1.82	6.01	2.75	4.18	7.78
NM_001005275	8.73	5.3	7.69	9.41	4.51	9.55	3.51	3.76	6.21	6.46
NM_207411	1.39	4.19	0.35	6.54	9.06	0.19	6.58	7.97	6.1	7.64
NM_001079519	1.84	8.39	2.29	8.93	1	7.64	3.69	2.47	4.57	9.41
NM_001039617	7.22	4.24	6.07	1.81	4.23	8.02	4.74	0.25	6.35	7.45
NM_000217	5.29	0.14	7.15	3.46	1.14	3.81	8.21	4.24	2.77	4.84
XM_166227	3.74	5.74	7.6	5.62	6.05	1.12	9.27	8.91	1.44	5.78
NM_004223	8.84	4.67	9.46	8.41	2.32	5.09	3.28	0.55	1.33	8.13
NM_001504	7.54	2.61	6.97	0.37	9.54	5.48	2.19	5.09	9.1	5.66
NM_003741	9.79	4.14	3.01	0.52	3.9	7.46	9.69	1.38	0.57	6.46
NM_174893	5.53	1.65	5.14	1.19	6.89	4.19	4.08	5.58	7.36	5.47
NM_014180	0.48	2.25	7.19	4.65	3.97	9.46	3.54	1.23	4.45	5.64
NM_001014451	4.1	2.32	9.47	7.71	3.96	1.5	2.76	4.68	5.9	5.83
NM_031904	8.66	4.61	9.42	8.89	3.9	3.45	7.17	3.27	9.33	0.34
NM_001014449	9.06	3.76	4.17	1.95	3.85	6.07	8.34	8.54	6.23	9.54
NM_005483	8.45	1.12	2.84	9.22	2.92	3.36	9.05	9.66	6.81	3.62
NM_004590	3.54	0.97	0.01	0.09	1.89	6.12	0.33	1.34	9.05	3.25
NM_000145	1.95	9.2	4.01	8.95	5.62	1.48	7.93	7.77	6.53	0.61
NM_145034	3.32	2.53	5.46	7.93	8.81	7.6	9.92	4.56	6.6	0.54
XM_940103	1.13	8.35	3.19	4.39	3.56	5.09	4.54	7.22	1.31	9.22
XM_001128133	0.37	4.23	10	0.31	1.17	9.9	9.37	6.6	0.56	9.87
NM_012129	9.94	1.25	9.39	6	9.04	2.37	6.13	3.94	3.98	3.45
NM_020697	2.28	0.83	2.63	7.88	5.26	3.52	2.09	0.79	3.66	4.96
NM_015447	4.89	3.58	2.48	9.69	0.67	1.91	6.6	1.59	7.06	5.34
NM_033448	5.73	3.36	8.8	0.91	9.66	5.57	6.08	7.12	4.9	4.47
NM_001040078	7.57	5.15	1.55	2.91	5.97	9.14	5.72	1.36	9.6	6.57
NM_020554	1.01	9.45	8.31	5.19	4.98	8.19	9.04	5.26	6.38	9.56
NM_020553	7.77	2.83	9.31	5.31	5.75	3.32	0.96	4.85	5.39	0.27
NM_020552	9.16	2.85	8.89	7.81	8.04	7.89	1.76	4.35	9.45	6.03
NM_020550	7.02	3.64	1.21	5.36	1.41	4.16	8.3	2.94	7.13	7.07
NM_197964	9.16	2.65	3.27	0	1.66	8.37	5.7	1.47	2.65	0.9
NM_006677	6.01	2.3	5.07	8.69	6.87	9.71	7.77	7.11	3.63	3.81
XM_939730	5.75	8.94	8.9	4.77	5.92	3.71	1.81	6.7	3.34	3.54
NM_201649	0.54	6.83	3.62	6.54	0.72	8.56	2.28	9.43	8.75	8.54
NM_004747	7.85	0.69	7.36	7.62	7.87	7.36	1.47	9.57	8.2	3.22
NM_000389	2.97	3.18	4.97	6.58	0.15	1.73	6.55	6.95	9.69	0.98
NM_139048	5.83	6.97	0.77	0	1.86	2.37	0.49	3.67	1.53	3.38
NM_014172	1.59	6.43	4.95	3.24	3.91	8.47	0.74	8.48	9.64	9
NM_016094	1.81	7.85	4.43	4.99	2.47	6.82	9.83	7.5	1.01	9.11
NM_000520	3.37	9.58	7.73	0.37	1.4	7.85	2.68	8.77	0.63	9.04
NM_130902	1.38	0.57	7.96	3.76	7.81	5.93	0.43	9.87	0.21	5.46
NM_032946	7.35	9.5	9.57	6.18	9.36	1.01	3.91	3.08	8.38	4.58
NM_003151	3.85	1.83	4.92	5.02	5.37	7.31	6.22	9.99	5.08	4.68
NM_031479	5.48	2.89	7.44	1.47	1.77	7.44	3.19	4.55	6.1	1.29
NM_001011516	6.01	4.11	8.99	5.07	3.26	4.46	1.08	6.35	7.7	4.92
NM_001011515	2.91	5.6	9.1	6.97	9.22	3.38	4.56	8.53	1.31	4.22
NM_001011513	3.93	4.01	0.28	0.69	4.69	0.79	2.24	4.21	2.92	4.91
NM_007309	9.55	5.07	8.99	5.16	5.15	0.58	1.4	7.68	6.75	8.16
NM_004219	4.86	4.79	3.1	5.92	4.84	4.85	2.49	6.3	7.84	4.83
XM_294093	7.25	6.54	5.74	8.62	3.5	8.39	2.16	8.77	9.52	5.44
NM_018663	0.68	3.42	2.18	9.55	8.71	5.68	5.95	4.9	8.06	7.38
NM_001012978	5.23	9.02	3.1	6.23	6.01	4.76	1.86	2.9	8.4	4.7
NM_173844	7.19	7.79	5.13	4.62	2.55	0.76	8.29	2.71	3.5	8.9
NM_006761	2.96	4.25	4.81	7.43	3.97	9.2	8.04	5.69	1.72	2.35
NM_001005186	0.11	2.6	5.58	5.92	6.68	6.67	8.46	4.49	5.46	0.04
NM_003681	2.92	1.15	3.93	5.53	2.21	6.33	4.37	9.82	8.4	3.37
XM_940486	0.53	9.4	6.36	0.34	9.94	8.34	3.75	7.05	1.32	8.91
NM_198846	1.12	2.05	3.89	1.11	1.66	4.85	7.5	9.75	1.84	9.6
NM_198845	0.68	3.98	3.24	0.84	7.96	9.66	5.33	4.67	3.79	3.64
NM_003688	9.7	2.25	5.24	8.15	7.98	6.23	5.51	1.4	0.77	4.94
NM_001042423	8.15	5.69	5.1	6.47	3.07	9.01	5.8	2.69	8.98	6.67
NM_001042422	9.84	6.63	6.51	0.84	9.62	8.03	1.04	6.14	6.44	4.53
NM_001040648	5.7	4.55	0.31	6.84	4.85	5.94	3.28	8.5	4.4	8.75
NM_001040647	3.9	4.63	4	1.24	8.99	2.71	7.61	9.39	2.32	0.21
NM_205545	0.39	3.46	0.13	7.39	0.34	6.59	3.32	5.57	5.19	3.07
NM_001380	3.55	5.24	7.67	4.46	2.72	3.3	4.75	8.08	2.6	1.97
NM_018276	6.87	7.81	8.97	7.82	9.14	4.44	4.16	6.34	2.01	1.19
NM_133502	6.22	0.43	0.89	7.39	2.21	8.96	3.81	9.25	6.72	6.45
NM_001009613	5.14	1.67	2.62	7.7	6.63	1.77	5.49	6.56	2.24	0.97
NM_000299	8.68	5.66	3.4	2.81	1.6	1.26	3.99	3.84	3.02	0.3
NM_004924	9.59	0.01	8.63	7.76	3.61	6.81	6.49	8.01	7.35	5.5
XM_001127720	6.52	2.24	0.59	1.46	4.44	7.7	5.91	6.42	2.45	6.43
NM_152221	6.03	5.16	2.97	8.99	0.96	2.27	7.9	6.92	1.39	4.88
NM_015374	3.44	1.85	3.55	2.78	8.98	4.12	2.71	8	2.43	0.18
NM_145020	2	5.13	8.03	2.93	6.22	5.14	9.1	0.97	8.55	7.72
NM_005315	2.04	9.27	1.95	4.06	4.23	6.73	8.98	3.26	9.09	9.8
XM_001133833	6.35	7.44	2.64	9.75	8.2	7.49	7.27	6.53	3.74	4.4
NM_001727	5.94	9.15	8.31	3.62	0.91	5.93	1.34	5.18	1.47	2.63
NM_031314	1.58	4.34	0.95	9.22	9.38	7.31	0.38	0.95	5.84	7.96
NM_000482	1.21	2.24	5.75	5.67	3.03	2.35	9.76	2.83	1.58	9.23
NM_198562	3.19	5.69	4.04	2.24	4.42	4.32	3.5	3.95	0.98	8.07
NM_145115	2.26	7.76	3.13	8.77	8.09	2.99	6.33	5.85	3.91	5.35
NM_003858	6.43	1.26	8.84	1.9	9.04	7.1	1.62	5.73	9.98	3.93
NM_001099627	0.38	3.48	9.18	6.86	6.97	5.09	1.79	6.65	4.48	6.97
NM_001099626	5.22	2.01	7.93	6.2	2.06	2.19	4.36	1.54	5.63	7.7
NM_001099625	6.55	3.86	4.42	7.82	5.72	3.77	0.08	0.22	5.44	3.97
XM_944033	3.3	4.63	3.11	2.39	9.18	1.42	6.16	6.48	2.89	0.34
NM_004952	5.76	1.41	4.29	6.54	2	0.53	8.11	8.58	6.95	6.61
NM_001099791	7.67	5.91	8.31	8.93	7.38	8.62	7.58	9.97	7.29	3.58
NM_145063	3.98	8.62	6.34	3.23	7.14	1.07	1.49	1.15	6.68	3.98
NM_020813	5.45	3.66	9.54	4.69	9.98	6.76	3.62	9.98	7.73	1.55
NM_006437	5.82	1.6	3.41	5.41	0.46	7.63	3.38	2.66	6.26	0.25
NM_012206	3.82	5.24	2.85	4.07	6.76	9.1	2.52	7.28	3.11	8.51
NM_007102	1.15	8.2	9.85	1.53	4.83	2.7	6.9	8.49	2.13	0.3
NM_032682	9.72	6.23	7.41	6.65	9.45	0.34	0.99	2.05	8.58	0.46
NM_001011539	4.21	8.7	2.98	1.46	7.1	5.69	5.84	2.86	8.3	1.58
NM_133477	4.7	3.44	7.52	5.99	7.55	6	1.65	6.56	4.73	2.27
NM_005739	6.59	4.04	6.38	4.47	8.58	4.78	5.15	8.39	0.59	1.65
NM_018838	0.43	9.14	3.87	8.84	9.31	4.65	9.66	2.1	5.02	8.03
NM_006169	9.84	5.11	0.14	3.69	4.18	7.77	7.13	3.12	6.97	3.24
NM_001015892	5.27	9.7	9.78	7.28	0.19	6.04	9.15	2.23	3.61	1.95
NM_001015891	0.02	9.15	2.5	6.6	2.91	1.46	6.15	0.11	2.37	3.53
NM_004384	6.37	7.35	0.73	5.15	8.62	5.47	3.04	9.54	9.42	9.67
NM_002729	1.3	4.86	2.74	6.27	1.15	8.31	7.05	9.15	5	6.83
NM_018518	3.45	1	6.05	9.38	1.89	5.58	8.86	8.11	4.79	3.71
NM_146388	8.37	2.48	8.76	8.08	4.84	0.61	2.15	0.51	7.97	7.39
NM_146387	3.34	4.13	4.7	0.33	5.38	5.04	6.02	2.41	4.09	6.63
NM_004850	9.8	8.44	8.69	9.13	0.09	3.07	6.13	4.64	8.53	8.11
NM_018402	4.31	1.63	7.07	1.7	5.75	6.54	3.49	5.69	9.43	0.02
NM_005468	4.93	8.47	5.64	9.54	4.76	2.35	6.4	3.36	9.93	4.6
NM_001625	1.01	0.68	4.44	4.8	3.13	5.42	5.89	7.48	0.11	7.34
NM_003056	7.5	7.31	1.11	3.94	0.17	0.86	6.98	9.64	0.42	8.09
XM_001128426	7.19	6.23	8.77	8.31	2.84	5.35	2.73	9.2	3.84	9.94
NM_032237	7.45	1.94	3.28	6.7	2.17	2.52	7.51	3.21	0.09	1.28
NM_152409	7.88	0.8	0.29	0.8	7.14	5.95	8.77	6.29	4.9	5.06
NM_020737	2.41	8.25	6.71	4.51	4.9	7.54	7.09	0.74	9.47	7.64
NM_000861	3.99	5.8	7.7	4.52	7.89	6.29	7.59	3.43	5.54	5.25
XM_938118	1.17	5.43	3.39	3.19	6.31	7.37	4.92	2.77	7.79	5.4
NM_153184	8.17	9.66	1	1.06	6.9	8.07	5.21	9.32	6.42	4.25
XM_001126419	1.67	1.71	6.01	3.45	5.27	4.91	5.17	3.4	2.82	8.82
NM_000826	5.15	4.04	9.74	6.41	3.45	8.44	6.41	3.91	4.46	9.37
NM_001080401	3.62	3.31	0.54	5.75	6.88	4.83	8.83	9.31	4.14	5.8
XM_930008	7.49	3.3	9.42	8.86	5.73	2.54	8.55	6.06	9.09	9.07
NM_004023	8.97	9.29	2.59	0.48	0.2	7.54	8.94	1.2	7.57	7.88
NM_004022	4.78	1.52	0.39	7.28	1.7	7.53	5.73	7.79	6.27	6.1
NM_004021	7.2	9.53	6.83	5.51	5.17	2.88	9.54	8.11	7.67	9.53
NM_004020	3.18	7.99	5.56	1.94	7.3	3.23	4.78	4.05	5.88	9.47
NM_002712	9.48	4.96	7.91	3.27	9.25	3.53	7.38	4.36	1.01	8.37
NM_017721	3.79	3.57	3.2	9.98	3.76	7.66	4.69	6.5	8.26	1.18
NM_004019	3.6	7.13	9.43	0.78	6.61	7.89	4.44	6.16	0.9	7.5
NM_004018	9.32	0.06	8.06	6.97	3.43	1.3	4.51	7.48	7.98	1.61
NM_004017	9.07	3.27	2.98	7.26	3.94	3.7	3.84	8.73	1.86	3.13
NM_004016	3.62	6.28	1.93	7.38	9.52	9.34	0.59	6.27	3.26	1.03
NM_004015	5.69	7.41	8.79	2.12	2.05	6.77	7.55	7.02	7.4	1.28
NM_004014	0.37	8.13	5.72	3.54	5.09	2.01	0.88	7.87	6.86	9.96
NM_004013	7.07	7.28	7.98	6.76	1.42	4.92	9.45	4.38	8.06	4.74
NM_001079878	4.06	9.89	7.55	0.2	6.89	7.38	9.7	7.54	5.36	8.67
NM_004012	3.71	2.26	0.42	3.86	0.47	7.05	6.91	0.28	0.95	6.59
NM_004011	6.88	5.72	6.67	5.89	1.51	7.99	5.58	9.03	6.59	2.85
NM_004010	8.37	1.52	4.61	1.9	2.65	3.92	3.18	3.23	4.8	8.68
NM_004009	8.64	0.73	6.06	3.41	5.22	9.4	3.31	3.64	0.88	1.19
NM_004007	7.89	6.4	1.11	0.69	4.64	3.41	1.47	6.5	6.7	0.19
NM_004006	5.87	8.84	5.72	5.84	2.82	4.78	0.17	2.86	5.21	6.78
NM_152539	5.83	6.96	4.83	1.72	8.07	4.75	6.04	2.84	4.72	1.13
NM_001635	5.33	8.34	4.39	7.39	6.81	5.93	8.98	9.71	6.79	1.47
NM_181042	3.74	9.63	6.01	6.64	9.96	0.73	8.94	9.15	0.11	1.84
NM_194434	8.24	5.2	1.54	6.23	2.97	2.29	3.14	3.58	4.19	8.77
NM_001001503	9.33	4.14	2.09	1.91	4.7	2.23	6.57	3.14	2.33	6.72
NM_032169	4.91	5.06	9.4	9.82	6.27	8.1	3.86	1.92	7.9	7.23
XM_001131939	6.41	4.86	2.54	7.29	9.86	0.35	8.34	2.9	0.61	3.01
NM_020341	0.99	5.85	8.1	5.35	9.97	7.14	1.74	6.54	5.15	5.54
NM_024808	0.06	9.1	9.13	6.23	9.72	6.54	0.28	5.83	2.36	6.61
XM_001134446	0.03	8.17	3.08	3.04	6.74	5.18	7.17	2.21	4.75	8.81
NM_052851	8.48	9.15	7.52	4.21	5.69	9.68	0.28	2.61	4.23	4.62
NM_006175	9.03	8.39	1.72	6.72	9.93	4.09	9.21	7.03	9.94	4.49
NM_022405	4.8	9.69	3.47	0.32	8.45	2.71	2.9	0.01	1.03	4.91
NM_004247	5.69	8.68	4.35	9.72	0.87	2.57	9.82	0.72	1.9	4.15
NM_004735	2.21	6.38	7.28	8.65	7.23	7.32	3.99	1.08	5.81	3.96
NM_001083621	4.28	4.65	1.38	3.59	7.7	6.24	0.28	4.37	2.03	3.28
NM_001446	9.48	2.25	7.55	9.7	4.63	0.23	4.51	7.22	0.16	5.32
NM_004742	5.82	3.51	6.72	9.43	3.84	5.21	8.43	7.24	6.71	1.46
NM_002156	3.6	4.71	9.43	0.56	1.13	7.54	4.79	1.85	0.01	4.89
NM_016830	8.55	5.52	0.53	6.96	8.57	3.93	8.35	5.95	2.02	8.45
NM_139201	9.44	9.79	8.65	6.81	3.37	4.55	9.01	3.51	9.98	2.5
NM_173849	9.29	2.12	8.22	2.68	3.18	4.31	2.34	8.87	7.41	6.16
NM_024592	8.92	3.66	6.25	0.5	3.66	5.94	9.23	3.82	8.89	8.41
NM_005725	6.51	7.08	6.63	3.57	4.78	9.47	8.46	7.89	8.04	7.24
NM_017654	3.35	2.02	5.77	2.88	0.07	1.68	2.04	6.4	2.78	4.83
NM_001098519	2.63	5.91	6.67	4.36	4.13	2.99	6.14	4.1	9.84	5
NM_005631	3.38	2.8	3.3	9.47	6.3	7.46	4.04	6.92	4.63	0.09
NM_022843	1.72	3.54	0.38	4.78	2.72	5.6	5.22	9.63	7.57	3.52
NM_197968	1.27	6.64	2.73	7.77	9.35	2.39	9.46	7.74	0.72	6.19
NM_005277	1.27	9.2	4.41	0.16	0.94	0.87	5.52	3.42	1.32	0.28
NM_001082480	7.59	2.37	6.1	0.61	5.54	0.38	5.39	2.49	2.78	0.29
NM_003906	7.09	3.6	7.57	9.49	7.42	7.14	5.5	0.58	5.44	7.32
NM_016941	6.6	7.54	8.8	7.55	7.75	6.8	4.5	3.13	8.11	1.75
XM_931465	1.33	2.01	2.11	7.25	5.51	1.12	4.33	1.64	2.9	2.13
NM_021905	5.33	8.8	9.11	5.73	0.39	9.42	8.64	4.16	9.63	6.09
NM_021904	5.93	1.68	0.9	9.45	2.44	9.03	1.08	6.28	0.44	8.47
NM_021903	6.24	7.06	1.51	7.07	1.78	9.22	8.19	3.56	0.8	9.36
XM_931666	1.74	3.67	1.65	3.02	0.25	9.78	6.98	7.06	0.24	9.1
