RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
NM_005561	8.95	2.43	1.18	9.58	1.13	7.03	2.37	2.65	5.41	4.56
NM_004643	7.32	5.14	2.56	4.83	3.63	5.27	0.53	0.49	2.89	5.23
NM_012314	9.82	3.28	5.02	6.38	1.41	5.9	0.68	6.22	6.47	3.99
NM_018067	9.23	4.28	7.56	5.05	1.82	7.69	7.18	2.29	9.76	9.9
NM_015570	7.93	0.25	3.44	8.34	0.92	7.51	0.88	3.01	1.92	0.48
NM_005265	4.75	5.84	6.68	4.28	9.09	8.55	1.83	8.43	1.31	1.41
NM_001004491	5.03	6.12	4.68	4.66	5.84	5.9	7.62	5.61	0.68	9.52
NM_024085	2.42	2.44	6.4	5.4	0.65	7.15	2.04	2.07	1.15	5.51
NM_018405	8.45	8.07	4.13	0.21	0.7	7.86	0.78	8.98	3.67	7.8
NM_032693	0.47	8.8	3.61	8.57	7.27	5.94	4.64	6.16	6.86	9.94
XM_943702	7.1	2.88	7.39	9.18	2.05	5.89	1.18	1.75	0.58	6.44
NM_016355	2.76	1.92	1	3.56	6.35	6.6	9.6	8.24	0.85	2.66
XM_931272	6.09	7.55	9.53	8.49	5.87	0.93	4.48	6.69	0.71	8.38
NM_019897	3.78	0.75	1.14	8.54	4.56	6.19	2.9	6.69	5.98	6.88
NM_001031801	2.94	3.94	1.7	3.68	6.15	6.07	3.29	9.92	7.28	5
XM_001123368	7.53	5.94	6.5	0.58	3.95	2.29	5.59	5.71	4.23	3.47
NM_133447	2.3	3.26	7.28	0	4.29	1.69	3.87	6.93	9.71	6.8
NM_138810	1.05	0.42	6.29	3.3	8.41	3.84	1.51	7.15	0.63	6.04
NM_006751	6.29	8.84	6.08	2.3	4.92	0.67	0.05	5.4	0.61	5.12
XM_001133965	6.26	6.76	2.04	2.62	9.19	1.93	3.55	4.53	9.16	5.54
XM_937938	6.28	1.41	3.9	1.02	1.34	1.56	0.53	9.79	6.95	7.38
NM_001917	1.09	5.51	5.17	7.92	9.41	1.87	2.71	1.88	2.82	5.54
NM_001802	8.27	1.47	7.42	3.47	8.03	8.49	8.44	5.97	1.69	5.18
NM_197954	4.13	2.85	0.87	6.17	2.62	7.4	3.66	7.22	8.75	8.17
NM_197950	3.8	8.87	3.18	5.65	2.47	2.16	6.92	3.85	2.24	3.76
XM_001128038	3.68	1.96	1	1.14	7.87	5.02	1.22	7.06	6.79	0.58
NM_006910	4.23	6.71	3.08	8.51	7.81	8.34	7.45	9.59	1.13	4.5
NM_197949	1.17	8.35	6.86	9.34	0.67	7.37	8.23	7.77	5.24	7.08
NM_197948	0.82	4.99	9.39	1.1	5.97	7.56	7.23	8.22	2.38	0.99
NM_197947	0.44	7.68	1.87	5.01	0.99	1.65	8.08	8.15	1.91	2.6
NM_175878	6.03	6.03	5.61	9.99	3.42	5.31	6.47	7.38	5.65	0.02
NM_182705	9.77	7.42	0.57	0.68	7.1	4.59	9.6	0.87	7.8	5.55
NM_006660	7.76	2.82	4.44	9.84	4.62	6.93	8.62	8.64	4.8	7.83
NM_001440	5.85	9.31	0.63	6.37	4.84	1.21	7.15	3.6	2.12	4.01
NM_032501	9	1.71	8.13	5.74	8.92	2.28	6.78	3.15	7.56	5.45
NM_005113	5.69	3.08	7.88	8.18	5.54	4.43	9.5	1.65	6.72	8.31
NM_005924	0.61	5.16	7.31	0.65	3.92	9.77	8.98	2.03	3.43	5.42
NM_002923	4.03	7.82	2.81	0.4	4.76	8.18	4.4	8.77	8.23	4.97
NM_007073	8.11	5.51	4.28	3.58	6.18	1.58	1.54	3.72	7.87	3.82
NM_006159	9.06	3.23	1.44	0.87	4.62	7.62	9.76	1.02	7.1	3.22
XM_943695	4.5	6.62	6.42	8.97	2.03	4.12	9.04	4.93	5.09	4.91
NM_003365	5.21	8.39	1.67	2.76	8.23	7.48	2.72	5.47	8.45	0.25
NM_006429	1.82	5.15	2.45	4.43	0.97	4.22	9.36	9.25	7.95	5.88
XM_001130767	0.6	4.17	5.95	7.46	7.9	5.05	3.53	1.62	5.8	3.29
XM_001130758	8.99	9.14	2.81	1.3	2.79	3.66	5.62	2.16	4.43	7.14
NM_024625	4.75	9.08	4.15	8.11	7.12	0.29	2.65	9.17	5.23	0.87
NM_130435	8.12	0.11	2.45	8.03	1.85	7.35	9.11	7.33	0.03	6.76
NM_145062	1.29	2.4	0.09	1.3	7.08	5.35	9.49	9.09	4.14	3.94
NM_032621	5.81	9.5	0.44	1.41	5.53	4.14	4.16	6.33	5.87	6.91
NM_001080432	4.41	8.95	8.53	0.33	6.77	8.02	9.17	2.73	0.64	1.88
NM_018314	7.55	9.16	2.13	3.92	6.27	7.28	3.04	3.62	3.3	9.48
NM_015311	2.08	0.91	4.34	2.43	6.87	5.7	4.69	6.11	2.81	4.29
NM_147164	5.51	4.46	3.71	8.25	6.18	9.89	1.87	4.61	3.46	7.42
NM_001010848	5.82	0.64	9.55	7.39	4.3	5.77	1.48	9.59	4.99	4.66
NM_173698	6.21	3.76	5.2	8.6	9.48	3.1	8.35	3.33	1.57	2.45
NM_001013399	9.31	3.33	6.89	3.9	8.65	2.05	8.79	8.46	5.7	1.19
NM_002818	9.51	2.6	0.54	8.52	2.17	0.79	2.7	6.64	1.78	5.24
NM_007145	0.44	0.48	8.29	7.12	7.29	1.44	5.81	2.92	2.7	6.95
NM_033481	0.48	1.69	3.75	3.24	9.32	9.41	7.02	6.23	0.93	8.27
NM_033480	0.33	7.59	9.93	9.62	8.14	8.35	9.94	4.86	4.17	6.23
NM_015575	0.88	8.16	0.16	2.13	8.28	3.09	3.89	1.07	4.6	9.55
NM_000014	6.51	7.72	9.35	3.23	2.74	4.73	3.49	3.61	6.58	8.29
NM_005625	0.1	5.01	0.5	0.31	5.24	2.94	9.54	5.73	1.96	1.78
NM_014428	8.64	0.98	4.6	1.97	2.9	0.02	2.51	9.71	9.4	7.38
NM_015533	2.37	7.03	9.99	9.6	7.58	5.94	0.63	7.21	8.7	2.3
NM_001003788	9.1	6.72	8.64	6.05	4.16	5.22	6.32	8.88	9.52	7.23
NM_001003787	4.33	4.06	2.48	0.15	8.44	4.45	2	1.36	6.12	5.69
NM_001003786	2.97	2.18	7.3	0.25	1.5	5.7	9.61	9.24	2.13	7.72
NM_173556	3.13	4.54	1.45	6.44	8.92	3.4	0.72	7.65	7.75	2.2
NM_032620	2.44	9.57	6.76	3.74	4.62	6.03	3.54	5.08	3.99	9.51
NM_018706	2.03	5.42	8.74	1.12	6.12	3.33	9.37	0.26	9.23	0.93
NM_022743	7.64	1.16	7.87	5.41	0.96	7.52	9.76	2.58	2.85	7.11
NM_005601	7.65	7.96	8.43	6.5	2.85	3.51	6.26	0.55	2.43	9.76
NM_004091	3.85	0.56	1.19	5.56	7.1	7.55	8.73	9.51	7.18	6.81
NM_197681	8.23	5.33	3.82	2.86	8.85	2.57	3.29	4.2	8.65	0.4
NM_014623	6.64	7.11	1.24	7.8	5.65	7.17	1.88	2.71	6.86	6.9
NM_001001887	8.61	9.65	5.34	3.67	4.22	7.84	1.38	8.69	2.41	7.68
NM_020641	6.36	5.44	6.28	0.9	0.71	9.91	2.4	1.53	8.68	7.16
XM_496320	7.94	9.51	1.34	9.11	2.72	2.52	1.37	1.81	1	0.84
NM_001024213	4.41	9.15	5.78	5.08	9.75	1.98	5.54	5.01	8.28	4.59
NM_014950	0.77	4.39	4.81	1.23	7.48	7.93	1.57	4.26	9.31	9.04
NM_001024212	5.49	8.68	3.46	3.03	8.99	9.8	4.41	5.42	4.3	0.32
NM_001024211	6.5	0.06	0.12	7.52	6.62	7.68	0.23	1.12	1.09	8.88
NM_001024210	6.28	8.85	8.51	9.48	3.66	7.82	3.44	8.87	2.77	6.46
NM_005553	1.31	9.31	3.01	0.41	3.29	5.57	5.89	5.01	9.29	4.97
XM_001126546	2.71	3.83	5.32	6.12	6.1	0.78	8.59	4.46	2.66	1.33
NM_001031802	5.59	2.18	5.4	3.39	2.32	9.86	2.23	7.33	8.47	7.65
NM_016111	0.82	1.91	3.55	8.94	5.46	6.36	8.59	1.65	1.07	0.21
NM_003528	3.15	4.3	3.61	3.24	3.4	2.22	4.39	7.38	5.36	8.29
NM_001010874	6.07	3.86	9.15	6.63	1.63	9.28	9.24	3.55	9.4	5.92
NM_013943	1.15	9.5	3.49	8.56	3.6	4.72	8.53	6.52	5.24	6.44
NM_145044	4.03	2.46	3.77	5.36	1.68	5.31	8.28	8.44	9.96	7.84
NM_152407	2.58	1.58	8.5	9.86	4.38	4	2.73	7.16	5.98	4.2
NM_001042462	1.25	4.52	3.99	8.87	8.84	7.66	8.06	2.25	7.2	8.22
NM_001042461	2.67	3.44	8.38	7.34	4.58	5.32	0.79	8.15	9.37	5.22
NM_006416	4.94	8.61	8.49	9.46	1.96	9.94	3.36	4.37	4.68	6.5
XM_001125995	0.35	1.23	2.63	4.92	3	2.88	4.38	1.13	6.72	5.45
NM_182983	7	7.5	0.86	7.49	3.02	9.77	2.8	9.51	5.49	0.91
XM_001125979	7.91	0.79	5.79	9.71	3.46	5.65	2.97	3.61	6.81	4.22
NM_003382	3.48	5.78	4.08	1.36	1.92	6.28	5.1	8.78	4.47	7.65
XM_001125963	9.44	7.07	7.62	1.23	7.64	5.8	6.34	4.59	9.48	0.41
NM_203378	9.95	6.21	4.54	0.84	9.58	8.97	2.34	3.87	6.04	5.15
NM_203377	1.12	6.94	1.95	6.77	2.88	3.8	4.86	1.36	7.32	4.76
XM_001125951	7.09	5.03	6.04	7.73	0.5	9.31	2.6	5.14	1.91	0.17
NM_001004689	3.8	6.77	5.73	6.39	6.68	6.52	1.07	3.38	3.22	1.96
XM_001125930	9.36	2.27	5.77	9.63	1.73	6.36	8.15	5.57	5.97	5.17
NM_021960	3.73	2.14	7.28	5.53	6.15	6.47	4.48	7.86	8.77	7.07
NM_002742	2.4	6.42	1.07	0.06	0.9	4.37	2.45	2.07	5.63	9.64
XM_001125914	5.71	7.71	2.05	0.53	2.44	6.28	0.55	7.1	4.64	2.33
NM_002984	1.67	1.65	8.62	4.63	8.87	8.99	5.85	9.66	9.77	7.92
NM_019003	6.82	5.57	6.85	5.15	0.65	6.35	7.99	7.08	3.91	4.23
NM_000492	6.48	2.1	6.86	1.76	9.92	4.21	2.12	1.35	3.96	1.37
NM_032805	7.16	0.33	2.08	7.66	7.86	8.8	0.26	5.08	4.07	8.23
NM_175077	3.31	5.63	6.97	2.67	7.27	4.03	8.22	8.2	5.01	3.11
NM_001833	2.76	0.94	5.37	1.25	3.58	2.03	5.56	0.22	6.73	7.83
NM_001882	8.47	9.64	5.09	8.07	1.16	4.37	6.15	0.09	3.36	3.21
NM_002658	6.03	9.46	2.29	8.79	3.37	4.81	6.81	2.66	7.67	4.44
NM_021737	8.35	3.12	0.78	4.63	5.9	1.89	7.79	7.55	5.19	5.48
NM_021736	9.29	1.55	8.65	7.01	6.62	0.73	4.74	1.75	4.42	3.42
NM_021735	9.18	3.76	5.9	2.02	6.77	7.03	1.2	0.04	3.03	2.73
NM_031959	4.41	6.98	9.93	1.26	7.53	1.17	7.03	1.1	4.59	1.4
XM_001125802	0.43	1.05	2.13	5.57	0.22	5.45	3.27	8.27	9.66	9.86
XM_940078	3.21	6.22	9.67	7.39	8.45	2.33	9.49	8.48	2.99	0.57
NM_178823	6.99	8.57	8.43	1.12	1.91	5.17	9.76	8.26	0.57	5.6
NM_000540	1.68	5.57	6.12	4.44	9.06	3.11	1.33	0.51	6.86	8.08
NM_015093	5.87	9.66	8.05	4.72	3.03	7.65	0.28	6.63	2.36	5.78
NM_003831	1.93	7.17	6.92	0.58	3.86	5.11	3.12	2.63	5.26	2.11
XM_940234	2.03	6.8	8.75	9.36	2.05	5.99	5.71	1.64	3.57	3.53
NM_138336	2.87	7.16	8.91	2.21	6.06	7.42	3.08	6.14	7.84	6.69
XM_001125897	9.85	7.97	2.71	0.3	7.32	0.76	6.1	6.24	2.07	6.32
XM_001125881	5.52	2.58	2.83	0.72	3.98	2.27	0.81	0.43	8.05	1.18
NM_005121	2.31	4.23	6.53	3.44	3.7	3.22	9.42	0.73	7.32	7.1
XM_001125868	9.8	4.18	7.25	1.13	6.91	9.73	8.44	0.11	8.11	1.47
XM_001125851	6.64	9.52	4.77	7.49	6.85	6.07	5.68	1.79	5.37	5.94
NM_033520	9.4	9.26	2.57	1.17	4.2	2.53	2.02	5.87	9.23	7.28
XM_001125829	3.59	0.95	2.97	7.53	3.59	6.26	9.51	3.49	1.33	3.43
NM_016526	5.99	1.79	0.54	7.12	8.58	2.43	3.83	7.35	1.33	1.11
NM_020958	3.13	1.4	9.85	6.69	0.35	9	6.5	3.73	8	4.35
NM_145280	6	7.37	4.04	7.59	4.49	0.62	1.95	5.56	6.96	3.07
NM_201598	1.71	9.5	2.59	7.65	1.02	8.71	4.38	4.45	5.98	3.44
NM_002423	4.8	3.05	8.47	1.33	9.22	7.99	2.36	3.39	7.77	2.27
NM_014665	2.81	2.94	0.89	2.74	5.15	6.97	9.94	2.64	0.87	7.3
NM_020704	8.19	1.59	9.45	9.41	0.94	2.92	6.51	5.8	9.94	4.81
NM_024494	1.96	3.38	0.55	8.98	7.08	6.79	2.62	8.47	1.84	0.5
XM_001128256	6.13	8.57	7.85	5.41	2.42	1.01	8.16	0.84	5.88	0.41
NM_012283	0.95	2.54	4.82	0.66	4.52	4.95	2.07	6.02	6.66	2.64
XM_065166	0.43	3.02	5.65	7.05	8.24	1.16	8.76	8.56	5.2	3.71
NM_006105	2.15	8.03	0.14	4.2	5.79	5.82	4.97	3.5	3.55	4.85
NM_153371	9.3	5.66	5.6	5.29	0.42	6.84	9.86	3.57	1.86	8.12
NM_019845	9.71	4.57	4.29	4.06	4.86	1.89	3.5	0.31	9.63	7.13
NM_001044385	1.33	1.79	6.04	6.22	2.56	2.84	6.17	3.54	6.58	7.58
NM_021081	3.71	2.64	5.52	6.56	7.95	8.01	6.89	4.67	6.45	9.52
NM_014840	0.15	5.62	6.43	9.63	5.07	7.34	6.77	8.58	9.28	6.98
NM_006962	4.53	8.02	5.72	3.61	1.01	5.17	5.65	2.02	9.56	8.15
NM_173510	0.71	1.21	3.95	7.68	9.86	3.18	6.65	2.93	7.02	5.12
NM_001499	1.83	1.19	2.55	4.08	4.13	0.45	8.1	9.09	6.14	5.06
NM_001407	0.41	7.68	3.77	8.34	4.05	2.83	5.93	8.66	1.92	3.93
NM_021120	2.64	8.38	0.88	8.26	3.73	8.29	9.77	5.56	2.28	7.23
XM_934658	3.86	7.99	1.3	3.44	6.18	6.44	3.81	0.74	9.72	8.59
NM_018421	3.27	4.84	2.68	0.55	0.11	0.25	9.01	4.79	9.76	0.62
XM_290842	2.49	6.35	3.59	8.56	1.05	9.05	5.87	1.8	4.35	3.55
XM_934649	9.37	0.58	4.13	4.16	0.16	8.72	4.62	1.16	7.76	9.77
XM_001125762	5.58	9.06	9.21	3.99	3.81	3.47	8.43	5.52	7.08	7.72
NM_001006938	2.29	0.53	0.83	9.69	7.96	8.79	4.31	1.9	2.46	5.03
NM_006737	6.01	0.1	8.9	1.64	7.01	4.79	0.3	2.95	3.13	5.71
NM_197939	4.98	8.32	1.78	5.16	8.01	6	0.45	1.39	6.31	5
NM_172164	5.88	1.48	3.81	7.22	1.54	5.04	3.81	5.39	3.78	8.46
NM_052903	2.01	1.89	9.45	8.76	5.6	7.22	4.13	0.3	4.46	6.82
NM_007057	8.11	9.72	1.63	1.86	8.36	5.01	6.95	5.12	4.31	9.35
NM_002695	1.88	8.85	7.85	4.82	6.03	5.67	5.76	0.95	0.75	1.53
NM_181643	3.71	1.38	2.04	6.41	6.62	5.93	8.52	4.75	0.44	0.25
NM_001136	2.91	2.77	0.1	3.18	7.57	3	9.31	8.5	2.09	1.62
NM_001005199	4.69	1.79	8.74	7.56	1.18	2.64	5.7	3.58	1.62	8.83
NM_001870	1.9	2.98	1.49	5.83	7.56	8.85	5.02	0.56	0.38	5.06
NM_001001787	4.87	6.15	0.65	2.16	4.65	9.79	1.93	6.97	3.93	2.12
NM_015715	0.81	0.36	6.59	2.97	3.6	3.65	3.86	4.43	7.5	9.23
NM_080616	2.86	5.51	6.31	6.48	2.09	3.8	7.09	6.58	7.04	7.7
NM_002706	5.29	9.16	6.3	9.22	2.89	0.95	0.69	5.54	9.13	5.83
NM_001037133	2.97	8.39	6.74	7.17	9.39	9.46	8.83	7.93	1.05	4.08
NM_001037132	2.16	1.17	1.91	1.78	2.51	0.64	6.95	0.15	8.9	5.82
NM_015089	5.01	3.73	0.59	3.28	7.75	2.84	4.19	5.85	8.76	2.96
NM_001098534	4.29	0.19	2.78	3.39	1.95	2.3	5	1.47	7.62	1.66
NM_002961	5.87	3.81	7.44	8.33	0.46	8.65	3.84	4.82	5.35	5.34
NM_001013251	5.15	9.35	7.02	2.91	2.82	0.19	0.96	4.42	8.04	9.94
NM_002676	8.83	8.2	8.5	7.01	2.96	7.48	0.65	3.49	7.19	9.81
NM_145018	6.58	5.02	1.39	6.01	0.32	1.83	0.49	7.75	2.38	0.46
NM_001013719	6.98	0.54	9.57	6.99	6.95	0.64	9.06	3.51	4.18	5
NM_030568	9.23	5.88	2.27	5.34	7.01	0.31	6.58	2.15	9.11	3.74
NM_147190	9.22	3.4	2.26	4.27	4.05	0.12	0.26	3.31	4.66	7.69
NM_016045	0.83	8.54	0.87	0.42	3.13	7.08	2.87	4.25	3.9	3.59
NM_020466	2.51	0.72	4.95	5.89	7.12	0.56	5.59	6.94	8.87	4.36
NM_201400	1.71	9.74	5.85	2.83	5.1	9.18	6.13	5.11	9.01	1.24
NM_025252	0.21	9.11	5	4.58	3.29	5.8	7.5	5.41	1.66	3.36
NM_001004485	8.09	9.78	4.16	9.89	0.93	4.03	4.02	2.47	5.95	2.08
NM_024656	3.99	0.27	6.69	2.52	3.05	7.96	0.44	7.02	1.46	6.27
NM_001037675	6.22	9.21	3.9	6.22	0.3	0.59	7.8	8.36	4.79	9.07
NM_014661	3.06	8.1	5.93	5.05	8.94	0.04	4.47	3.86	2.26	7.08
NM_022372	9.87	1.75	0.49	9.75	4.6	3.01	4.25	2.41	5.25	4.73
NM_001085480	8.22	1.09	3.34	4.99	5.9	7.81	1.93	8.67	9.26	5.89
NM_014213	1.17	7.81	7.56	6.91	7.3	5.04	1.42	8.97	6.57	6.44
XM_496791	1.75	0.59	8.35	4.56	0.63	8.67	0.01	3.36	5.99	6.26
NM_138476	1.93	2.48	5.38	1.4	2.52	3.74	0.45	3.42	9.7	6.14
NM_145054	4.07	0.58	7.66	0.09	4.87	8.04	0.73	7.47	8.66	8.06
NM_016620	6.44	2.38	7.09	2.12	1.81	1.31	5.72	6.94	7.61	5.09
XM_945412	3.84	5.46	6.87	7.23	0.09	2.6	5.47	3.98	0.08	1.2
NM_001080392	8.94	6.73	8.32	2.26	9.53	7.83	2.66	4.45	2.59	0.18
NM_152406	7.25	2.74	3.68	5.09	5.4	4.96	9.58	1.36	5.11	4.32
XM_376843	6.69	0.97	3.18	3.71	2.18	6.4	2.56	0.56	7.12	8.9
NM_001100620	4.23	5.89	4.61	1.47	2.42	8.78	3.35	9.98	1.72	6.01
NM_145038	0.22	1.13	0.42	2.26	4.79	4.42	8.4	9.29	6.16	8.41
NM_032430	8.85	2.14	5.09	5.49	4.69	7.04	9.52	0.71	6.03	4.72
NM_005079	9.24	9.62	5.2	4.75	0.17	1.63	7.54	5.83	0.48	8.97
NM_014045	4.51	1.32	3.19	5.65	6.75	6.73	3.4	0.76	3.78	0.07
NM_001222	4.72	5.95	2.53	3.82	5.15	5.69	3.36	5.54	1.38	0.05
NM_001077427	4.39	8.98	2.22	7.66	2.99	1.81	8.51	0.25	8.52	8.91
NM_004626	3.34	9.52	1.69	2.66	9.71	4.2	4.05	4.26	0.97	9.87
NM_021137	1.3	0.97	3.92	9.83	5.47	7.52	3.85	3.29	3.76	0.51
NM_003047	1.36	9.52	1.79	4.65	9.94	2.45	7.57	3.77	2.7	3.92
NM_012446	2.57	5.4	3.96	8	6.72	4.51	0.63	6.41	0.08	3.61
NM_007077	0.51	4.37	6.18	4.1	9.52	7.64	4.11	6.61	8.42	8.2
NM_138499	2.2	8.06	2.66	5.08	3.08	9.54	0.44	8.02	6.6	7.51
NM_052876	5.07	6.12	8.9	3.89	3.84	5.07	6.23	3.35	8.95	7.96
NM_012154	2.22	4.11	2.03	6.94	4.62	6.82	0.24	1.72	7.42	9.44
NM_002066	2.4	7.17	7.65	9.66	6.37	5.34	7.93	3.43	8.26	0.87
NM_001015054	3.16	5.9	3.06	3.78	4.77	9.1	0.25	5.82	4.9	0.04
NM_004155	6.22	4.38	8.72	9.46	7.67	4.78	0.68	8.74	8.89	5.71
NM_001015052	8.62	6.38	1.55	5.88	6.67	5.93	5.73	1.79	3.05	9.94
NM_001099855	6.22	3.99	9	8.83	3.7	9.13	4.71	9.67	7.17	7.12
NM_032368	6.09	6.13	9.21	9.21	2.27	7.79	4.92	1.14	4.13	0.44
NM_005731	6.84	7.48	4.89	0.87	2.58	3.74	7.66	0.45	2.31	5.83
NM_000541	7.39	1.81	6.56	5.74	1	4.17	6.13	8.65	3.74	3.56
NM_016943	7.84	6.72	7.56	3.77	2.9	6.46	4.94	4.5	0.12	6.7
NM_025000	8.77	9.95	0.27	2.27	5.1	7.49	8.11	3.87	2.01	1.97
NM_005901	1.46	2.39	4.22	5.83	5.87	2.21	6.86	6.12	2.4	1.62
NM_017934	4.28	9.1	4.64	5.89	4.71	7.77	0.65	1.44	7.73	1.79
NM_005305	2.61	5.41	7.14	9.49	5.19	0.08	3.58	7.85	2.09	3.18
NM_001354	0.4	9.11	2.54	8.08	5.39	0.05	9.51	0.57	4.98	1.8
NM_021614	1.53	1.84	8.32	0.98	0.12	2.73	0.23	2.8	2.84	6.11
NM_001037501	9.3	6.39	0.32	3.2	7.36	6.48	6.14	8.41	9.21	2.08
NM_145701	4.63	5	7.15	9.56	7.81	8.83	2.86	0.55	6.7	7.81
NM_152504	1.74	2.98	8.74	3.24	4.91	7.15	8.63	2.1	9	4.52
NM_002841	8.16	8.53	5.41	8.69	2.05	3.52	5.66	9.12	5.24	6.79
NM_001080973	3.86	4.62	2.36	4.31	7.98	0.45	0.4	6.38	7.18	6.78
NM_016332	6.25	4.3	1.93	8.89	1.65	3.88	2.03	2.86	2.79	4.58
NM_212552	2.88	4.48	7.94	2.51	7.2	9.2	9.02	4.66	6.62	6.84
NM_004383	8.25	3.6	4.58	1.98	0.97	2.27	8.91	6.63	5.7	5.69
NM_178159	9.59	3.82	3.62	1.54	1.36	8.08	6.08	7.12	3.76	4.45
NM_001040001	4.17	5.45	1.85	2.34	2.67	6.72	2.86	7.95	0.38	7.35
NM_001040000	9.61	3.12	6.37	6.63	0.91	4.72	6.47	0.4	8.4	9.61
NM_152908	2.16	9.22	7.58	9.54	8.09	2.59	6.72	3.52	3.84	8.06
NM_000638	4.69	9.82	8.03	6.45	2.19	4.36	6.97	4.56	8.8	5.55
NM_152921	1.81	1.18	9.03	1.7	3.99	4.26	6.91	8.41	4.99	7.11
NM_152920	7.23	5.34	6.48	3.43	1.92	7.66	2.94	6.88	2.79	6.02
XM_376350	6.91	3.93	0.06	3.38	6.81	1.18	7.21	6.28	6.22	4.99
NM_017437	4.21	8.35	6.68	1.36	0.36	9.6	4.85	1.84	3.26	7.98
NM_006033	0.39	1.24	9.54	7.21	6.69	6.76	3.19	2.69	7.7	6.06
NM_152919	3.12	8.31	8.78	2.84	4.48	5.96	7.89	5.01	5.11	0.7
NM_152918	2.82	4.73	8.23	7.24	7.03	5.53	0.58	3.63	6.31	7.92
NM_152917	6.61	5.23	8.54	6.04	0.39	5.89	7.9	2.37	4.86	3.19
NM_152916	9.21	4.43	7.99	2.05	6.76	3.75	2.81	6.16	9.24	1.14
NM_001024667	9.66	2.21	3.12	8.11	9.61	9.27	8.24	4.08	8.62	3.75
NM_015404	4	7.04	5.1	1.78	1.39	0.06	4.03	1.01	8.6	6.75
NM_052847	7.05	1.15	5.55	5.82	9.66	0.21	7.75	0.66	9.36	7.84
NM_199321	8.43	2.16	3.39	0.37	4.71	6.76	6.34	7.96	0.63	5.73
NM_019087	5.45	9.42	9.32	7.61	7.26	2.28	0.89	7.13	0.99	8.36
NM_001933	1.33	0.26	0.19	1.7	4.37	7.98	8.4	2.1	7.1	9.63
NM_032010	1.04	7.57	0.53	9.87	9.89	6.85	9.92	5.81	2.72	8.9
NM_003294	5.85	8.53	1.86	5.69	2.66	2.32	0.4	7.7	5.98	0.16
NM_004654	2.85	2.1	8.51	2.68	4.48	0.71	8.63	4.9	9.94	5.74
XM_936478	0.35	3.96	0.85	3.07	7.25	3.33	6.06	4.22	1.94	0.98
NM_153688	0.48	3.54	9.02	5.25	0.47	1.15	3.26	8.25	2.68	7.97
NM_203390	4.6	5.08	7.25	5.92	9.39	7.87	7.26	7	8.94	0.25
NM_018036	8.5	2.49	6.26	1.76	9.3	6.85	1.72	3.35	7.18	7.77
NM_001711	4.34	8.16	1.37	9.56	8.45	1.6	3.66	4.63	9.86	4.75
NM_001048166	0.85	9.37	9.18	4.8	1.04	1.74	9.29	9.86	1.73	4.84
XM_001131050	1.38	6.97	4.2	4.27	6.5	6.05	0.73	8.01	3.8	4.62
XM_290811	2.58	1.76	5.95	1.54	9.41	3.87	2.57	1.26	5.55	0.44
XM_001131044	0.44	3.19	2.8	6.35	2.41	9.83	5.37	6.97	5.49	9.29
NM_019036	5.55	2.42	6.05	6.62	9.17	2.77	3.59	5.96	4.18	1.97
NM_020159	2.19	4.87	2.32	8.16	0.32	8.59	9.05	1.66	3.95	0.05
NM_004850	2.59	2.42	0.38	5.89	0.49	2.42	2.09	0.5	9.33	7.35
NM_014447	0.24	2.24	4.08	3.06	1.36	7.13	0.57	0.52	2.98	7.52
NM_002633	4	6.05	1.35	9.87	4.31	2.85	5.96	0.07	8.94	7.16
NM_005070	9.82	7.76	6.86	9.32	2.42	0.07	5.03	7.37	2.12	3.37
NM_024328	7.15	6.16	4.15	6.45	8.16	8.31	7.78	6.8	9.2	2.52
NM_175722	8.21	4.4	8.02	1.23	4.66	2.45	0.8	1.92	2.2	5.14
NM_175721	0.21	9	6.4	6.53	9.11	6.83	8.22	0.07	9.82	9.44
NM_175720	0.27	4.47	2.92	9.29	2.65	4.28	5.67	1.81	4.31	3.22
NM_175719	1.03	9.13	6.25	8.47	1.69	7.98	1.38	5.55	8.51	3.07
NM_004460	6.82	4.23	4.95	2.57	9.5	2.72	6.12	2.43	4.68	2.62
NM_003401	9.48	8.9	0.91	1.34	9.4	8.03	8.49	7.96	3.55	4.36
NM_014941	0.69	1.34	9.37	6.57	1.3	7.25	9.61	9.63	7.13	6.82
NM_001025193	0.82	1.27	0.05	4.35	0.89	2.78	0.15	3.44	3.28	9.37
NM_020738	6.53	0.06	6.46	7.15	9.06	8.23	6.24	8.62	2.91	2.19
NM_173496	9.12	3.5	2.77	6.95	6	4.01	5.96	7.59	7.77	2.55
NM_002875	6.27	0.69	9.37	1.96	8.15	5.06	1.04	0.57	4.28	7.73
NM_177972	7.86	0.31	6.65	8.86	3.43	6.22	4.64	0.72	0.01	1.82
NM_173161	0.17	1.08	3.3	6.82	5.89	0.86	5.87	3.4	0.49	1.45
NM_012431	2.12	9.23	1.23	7.65	0.81	7.38	1.44	8.27	0.26	7.89
NM_019892	0.72	2.41	5.16	1.54	7.91	6.93	3.26	5.61	9.95	7.56
NM_139181	0.51	5.04	4.15	9.89	3.15	4.18	1.93	7.62	2.43	2.43
NM_033158	2.6	2.76	0.25	2.9	1.27	8.53	4.7	6.52	2.94	5.86
