Gene Name	Common	Genbank	Description
232864	null	AL136094.13_CDS_1	
210556	SIP1	NM_003616.1	survival of motor neuron protein interacting protein 1
172008	C1orf83	NM_153035.1	hypothetical protein FLJ32112
132230	MAZ	NM_002383.1	MYC-associated zinc finger protein (purine-binding transcription factor);kinesin family member 22
158276	XPC	NM_004628.2	xeroderma pigmentosum, complementation group C
174169	FLJ23556	NM_024880.1	
179146	SHF	NM_138356.1	hypothetical protein BC007586
123460	MTFMT	NM_139242.2	methionyl-tRNA formyltransferase, mitochondrial
234888	null		
151688	RWDD2	NM_033411.2	RWD domain containing 2
179329	TYROBP	NM_003332.2	TYRO protein tyrosine kinase binding protein
101359	C6orf184	AX957279.1_CDS_1	
199269	ZBTB7A	NM_020224.1	zinc finger and BTB domain containing 7
162982	BMP2K	NM_198892.1	BMP2 inducible kinase
199020	APBA2BP	AK124388.1	amyloid beta (A4) precursor protein-binding, family A, member 2 binding protein
173798	null		
108042	null		
118101	DNAJC4	NM_005528.1	DnaJ (Hsp40) homolog, subfamily C, member 4;hypothetical protein MGC13045
150310	PHTF1	NM_006608.1	putative homeodomain transcription factor 1
157737	C1orf92	NM_144702.1	hypothetical protein FLJ32884
196117	null		
214947	FLJ22965	NM_022101.2	hypothetical protein FLJ22965
172176	DUSP4	NM_057158.2	dual specificity phosphatase 4
228929	null		
208740	ABCB4	NM_018850.1	ATP-binding cassette, sub-family B (MDR/TAP), member 4
207176	KIAA0133	NM_014777.1	
195022	TUSC3	NM_006765.2	tumor suppressor candidate 3
147118	RALGPS2	AK098470.1	
210077	FRMD4B		
176788	CDADC1	NM_030911.1	cytidine and dCMP deaminase domain containing 1
146556	KIAA1862	BC033229.1	
203807	NQO1	NM_000903.1	NAD(P)H dehydrogenase, quinone 1
119870	STXBP2	NM_006949.1	syntaxin binding protein 2
195177	RCOR1	NM_015156.1	REST corepressor 1
121617	MGP	NM_000900.1	matrix Gla protein
136405	null		
113211	ACSM3	NM_202000.2	SA hypertension-associated homolog (rat)
193786	LDOC1	NM_012317.2	leucine zipper, down-regulated in cancer 1
150616	WDR60	NM_018051.2	hypothetical protein FLJ10300
186134	PBX2	NM_004557.2	advanced glycosylation end product-specific receptor;G-protein signalling modulator 3 (AGS3-like, C. elegans);Notch homolog 4 (Drosophila);pre-B-cell leukemia transcription factor 2;1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha);chromosome 6 open reading frame 31
110637	null		
189009	WDR70	NM_018034.2	hypothetical protein FLJ10233
232401	LOC286167	BC063665.1	
143237	null		
172299	FSTL3	NM_005860.1	follistatin-like 3 (secreted glycoprotein)
152852	FOXM1	NM_021953.2	forkhead box M1
209155	KIAA1509	AL137353.1	
159327	TMEM32	NM_173470.1	hypothetical protein LOC93380
234842	null		
146527	ENDOG	NM_004435.1	endonuclease G
231083	C10orf75	BC024924.1	
102661	COL9A2	NM_001852.3	collagen, type IX, alpha 2
149339	CUEDC1	NM_017949.1	CUE domain containing 1
225278	PSPH	NM_004577.3	phosphoserine phosphatase
158765	RAD9A	NM_004584.2	RAD9 homolog A (S. pombe)
176998	C14orf65	NM_022747.1	
192734	L3MBTL3	AK092756.1	
149070	UTF1	NM_003577.1	undifferentiated embryonic cell transcription factor 1
100857	PCF11	NM_015885.2	pre-mRNA cleavage complex II protein Pcf11
166801	LOC389652		
192339	HRG	NM_000412.2	histidine-rich glycoprotein
190198	IL27	NM_145659.2	interleukin 27
161642	SPATS2	NM_023071.1	spermatogenesis associated, serine-rich 2
145763	FLJ10922	NM_018273.2	hypothetical protein FLJ10922
101664	null		
159563	NPHP3	NM_032169.3	putative acyl-CoA dehydrogenase
198568	MRC1|MRC1L1	NM_002438.1	mannose receptor, C type 1
201572	ARL6IP6	NM_152522.2	ADP-ribosylation-like factor 6-interacting protein 6
123559	ST3GAL6	NM_006100.2	sialyltransferase 10 (alpha-2,3-sialyltransferase VI)
155439	HOMER3	NM_004838.2	homer homolog 3 (Drosophila)
231067	null		
223116	FAM24B	NM_152644.1	family with sequence similarity 24, member B
103642	RP4-747L4.3	NM_032746.1	
123366	LOC96610	U03870.1_CDS_1	
166663	GNPDA2	NM_138335.1	glucosamine-6-phosphate deaminase 2
202329	null		
138143	C20orf133	AL121582.19_CDS_3	
171896	LOC159170		
230699	null	BC031280.1	
225970	PPT2	NM_030652.1	palmitoyl-protein thioesterase 2;EGF-like-domain, multiple 8
156051	KRTCAP3	NM_013392.1	nuclear receptor binding protein
221950	GTDC1	NM_014118.1	glycosyltransferase-like 1
178187	KIAA0090	NM_015047.1	KIAA0090 protein
212405	null	AF296314.1_CDS_1	
190308	FLJ40629	NM_152515.2	hypothetical protein FLJ40629
210687	MTF2	NM_007358.1	likely ortholog of mouse metal response element binding transcription factor 2
187988	FUT8	NM_178157.1	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)
188528	POSTN	NM_006475.1	periostin, osteoblast specific factor
173650	ASXL1	NM_015338.3	additional sex combs like 1 (Drosophila)
188807	CXCL5	NM_002994.3	chemokine (C-X-C motif) ligand 5
188500	FAM58A		
154909	AGPAT7	NM_153613.1	PlSC domain containing hypothetical protein
105763	APOA4	NM_000482.2	apolipoprotein A-IV
167529	ICA1	NM_004968.1	islet cell autoantigen 1, 69kDa
178275	LOC197322	NM_174917.1	hypothetical protein LOC197322
196577	C8B	NM_000066.1	complement component 8, beta polypeptide
186253	IER5L		similar to RIKEN cDNA 2610524G09
710651	null	AK058075.1	
146508	SMYD5	U50383.1	
196297	PKD1	NM_000296.2	polycystic kidney disease 1 (autosomal dominant)
149672	NOL3	NM_003946.3	nucleolar protein 3 (apoptosis repressor with CARD domain)
112725	RANBP3	NM_007320.1	RAN binding protein 3
229144	null		
199316	SHFM3P1	NM_012165.1	
168102	FTO	AB051539.1	
234570	NAGA	NM_000262.1	N-acetylgalactosaminidase, alpha-
171510	null		
229610	null	BC010544.2	
146234	EHMT2	NM_006709.2	HLA-B associated transcript 8
174838	LOC401358|LOC402523		
130677	IFIT2	NM_001547.3	interferon-induced protein with tetratricopeptide repeats 2
142607	null		
204928	EPB41L3	NM_012307.2	erythrocyte membrane protein band 4.1-like 3
125309	TM4SF18	NM_138786.1	hypothetical protein BC014339
130590	PLA2G4E	NM_198442.1	FLJ45651 protein
174568	OSTalpha	NM_152672.3	organic solute transporter alpha
163213	STAB1	NM_015136.1	stabilin 1
194890	RIPK5	BC048204.1	
108443	ARMETL1	AK131035.1	
102610	NMNAT1	NM_022787.2	nicotinamide nucleotide adenylyltransferase 1
183441	MSI2	NM_170721.1	musashi homolog 2 (Drosophila)
101200	C14orf125	BC062720.1	
235738	LOC404266	BC010732.1	
197520	GPR109A	NM_177551.3	G protein-coupled receptor 109A;G protein-coupled receptor 109B
149347	PDIK1L	NM_152835.1	casein kinase
226722	null		
175735	TTLL7	NM_024686.3	hypothetical protein FLJ23033
152567	IFI27	NM_005532.2	interferon, alpha-inducible protein 27
169311	IPMK	NM_152230.2	inositol polyphosphate multikinase
198154	MARK1		
202289	BP75	NM_012107.1	
215770	HLA-DMB	NM_002118.3	major histocompatibility complex, class II, DM beta
711032	CAMSAP1	NM_015447.1	calmodulin regulated spectrin-associated protein 1
105455	DKFZp727G131	NM_145111.1	hypothetical protein DKFZp727G131
105812	NAT2	NM_000015.1	N-acetyltransferase 2 (arylamine N-acetyltransferase)
236648	LOC441655		
184730	BACE2	NM_138992.1	beta-site APP-cleaving enzyme 2
124152	null		
132949	ZXDA|ZXDB	NM_007156.2	zinc finger, X-linked, duplicated A
136897	SNIP1	NM_024700.2	Smad nuclear interacting protein
181685	ASPM	BC015396.2	
161890	ERN1	NM_001433.1	ER to nucleus signalling 1
235386	null		
703910	null	BC040271.1	
151156	CHFR	NM_018223.1	checkpoint with forkhead and ring finger domains
214870	MGC33926	NM_152390.1	hypothetical protein MGC33926
171414	GIT1	NM_014030.2	G protein-coupled receptor kinase interactor 1
114445	TFF3	L08044.1	trefoil factor 3 (intestinal)
151530	FCMD	NM_006731.1	Fukuyama type congenital muscular dystrophy (fukutin)
193082	OKL38	NM_182981.1	pregnancy-induced growth inhibitor
182693	LOC375748	BC035183.1	
171974	GAS6		
181322	ZNF71	NM_021216.3	zinc finger protein 71 (Cos26)
109622	ZNF589	NM_016089.1	zinc finger protein 589
108491	NID2	NM_007361.2	nidogen 2 (osteonidogen)
112443	GP9	NM_000174.1	glycoprotein IX (platelet)
179692	POU6F1	Z21966.1	
194112	RSHL2	NM_031924.3	radial spokehead-like 2
191146	MGC33365	NM_173552.2	hypothetical protein MGC33365
170156	FRMD4A		
110684	null		
102572	CCDC41	NM_016122.1	NY-REN-58 antigen
175790	KCTD17	NM_024681.1	hypothetical protein FLJ12242
186512	GATA6	NM_005257.3	GATA binding protein 6
122088	KIF13A	NM_022113.3	kinesin family member 13A
230304	KBTBD9	NM_025067.1	
202315	AEBP2	NM_153207.2	AE binding protein 2
212462	SPA17	NM_017425.2	sperm autoantigenic protein 17
139130	NEXN	NM_144573.1	nexilin (F actin binding protein)
112201	ADH1C	NM_000669.2	alcohol dehydrogenase 1C (class I), gamma polypeptide
224565	SERHL2|SERHL	NM_014509.3	kraken-like;serine hydrolase-like
204787	F3	NM_001993.2	coagulation factor III (thromboplastin, tissue factor)
192905	COG5	NM_006348.2	component of oligomeric golgi complex 5
549440	null	BC038782.1	
159382	SMARCA3	NM_139048.1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3
194045	B4GALT2	NM_003780.2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2
144405	AZI1	BC040023.1	
158320	GALC	NM_000153.1	galactosylceramidase (Krabbe disease)
197907	PLSCR4	NM_020353.1	phospholipid scramblase 4
129766	KIF22	NM_002383.1	MYC-associated zinc finger protein (purine-binding transcription factor);kinesin family member 22
189583	GMEB1	NM_006582.2	glucocorticoid modulatory element binding protein 1
156048	null	AJ426415.1_CDS_1	
206624	CLCN2	NM_004366.2	chloride channel 2
202051	CELSR1	NM_014246.1	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)
146599	PCQAP	NM_015889.2	PC2 (positive cofactor 2, multiprotein complex) glutamine/Q-rich-associated protein
165331	MYCPBP		
149525	TMEM1	NM_003274.3	transmembrane protein 1
226221	C1orf182	NM_144627.1	SSTK-interacting protein
224645	MDM1	NM_017440.2	nuclear protein double minute 1
221705	null		
133219	RAD51L1	NM_133510.2	RAD51-like 1 (S. cerevisiae)
709924	null	AK096499.1	
180535	ADH1B	NM_000668.3	alcohol dehydrogenase IB (class I), beta polypeptide
152727	SLC35A2	NM_005660.1	solute carrier family 35 (UDP-galactose transporter), member A2
105080	STX6	BC009944.2	
119355	null		
183415	ZFP95	NM_014569.2	zinc finger protein 95 homolog (mouse)
204408	BMF	NM_033503.2	Bcl2 modifying factor
111056	TNP2	NM_005425.4	transition protein 2 (during histone to protamine replacement)
133309	MGC16291	BC007394.2	hypothetical protein MGC16291
194654	TRIM23	NM_001656.3	tripartite motif-containing 23
201072	SNAP25	NM_003081.2	synaptosomal-associated protein, 25kDa
159086	ZNF212	NM_012256.2	zinc finger protein 212
116372	PLEKHA7	NM_175058.3	hypothetical protein LOC144100
144258	MGC52057	NM_194317.1	hypothetical protein MGC52057
106981	DOCK8	NM_203447.1	dedicator of cytokinesis 8
134286	RRM2	NM_001034.1	hypothetical protein FLJ25102;ribonucleotide reductase M2 polypeptide
142370	CD300LB	NM_174892.1	triggering receptor expressed on myeloid cells 5
211808	PLCG1	NM_002660.2	phospholipase C, gamma 1
216120	CCNB1	NM_031966.2	cyclin B1
190651	null		
130862	RCP9	NM_014478.3	calcitonin gene-related peptide-receptor component protein
120502	CCHCR1	NM_019052.2	chromosome 6 open reading frame 18
169526	SPON2	NM_012445.1	spondin 2, extracellular matrix protein
216600	NR4A1	NM_173158.1	nuclear receptor subfamily 4, group A, member 1
100145	UGT3A1	NM_152404.2	hypothetical protein FLJ34658
216718	ITPKA	NM_002220.1	inositol 1,4,5-trisphosphate 3-kinase A
112586	LGALS2	NM_006498.1	lectin, galactoside-binding, soluble, 2 (galectin 2)
234216	KIAA1193		
213834	LIX1L	NM_153713.1	hypothetical protein MGC46719
169563	C16orf35	NM_012075.1	chromosome 16 open reading frame 35
340987	RNF138P1	BC040295.1	
135171	ATAD2	NM_014109.2	ATPase family, AAA domain containing 2
445006	null	AL833733.1	
215288	ZNF257	NM_033468.1	zinc finger protein 257
193656	C7orf21	NM_031434.2	chromosome 7 open reading frame 21
182825	NFATC2IP	NM_032815.3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
118307	ZNF11B	NM_006955.1	zinc finger protein 11b (KOX 2)
152541	TULP3	NM_003324.3	tubby like protein 3
200549	RALGDS	AF027169.1	ral guanine nucleotide dissociation stimulator
231225	null	AK055679.1	
121996	IGHG3|IGHM|IGHG2|IGHG1	AJ390237.1_CDS_1	
187691	ATG16L1	NM_017974.2	APG16 autophagy 16-like (S. cerevisiae)
173797	EML3	NM_153265.1	hypothetical protein FLJ35827
129361	SLC16A3	NM_004207.1	solute carrier family 16 (monocarboxylic acid transporters), member 3
145760	PRKAR2A	NM_004157.2	protein kinase, cAMP-dependent, regulatory, type II, alpha
119156	MYLIP	NM_013262.3	myosin regulatory light chain interacting protein
226744	P2RX2	NM_174872.1	purinergic receptor P2X, ligand-gated ion channel, 2
111612	null		
105722	C10orf65	NM_138413.2	chromosome 10 open reading frame 65
700356	null	AL117663.1	
105515	EGFL3	AX817305.1_CDS_1	
216243	ALAD	NM_000031.3	aminolevulinate, delta-, dehydratase
229502	null		
167316	MATN2	NM_002380.2	matrilin 2
170997	LEPREL2	NM_014262.2	leprecan-like 2
118996	RDH5	NM_002905.1	retinol dehydrogenase 5 (11-cis and 9-cis)
149353	DEPDC5	NM_014662.1	
177345	null		
160595	LOC114984	NM_138439.1	hypothetical protein BC014089
108944	KIAA0404	BC027481.1	
100569	UGT2B15	NM_001076.1	UDP glycosyltransferase 2 family, polypeptide B15;UDP glycosyltransferase 2 family, polypeptide B17
206283	null	BX538249.1	
119405	RFWD3	NM_018124.2	hypothetical protein FLJ10520
710963	null	BC033316.1	
138808	C10orf35	NM_145306.1	chromosome 10 open reading frame 35
101019	SH3BGR	NM_007341.2	SH3 domain binding glutamic acid-rich protein
107112	TTK	NM_003318.3	TTK protein kinase
165668	NPL	BC058003.1	
101231	GLULD1	NM_016571.1	glutamate-ammonia ligase (glutamine synthase) domain containing 1
185982	NPM3	NM_006993.1	nucleophosmin/nucleoplasmin, 3
235148	LOC401495		
709357	null		
105105	S100PBP	NM_022753.1	hypothetical protein FLJ12903
169723	PBK	NM_018492.2	T-LAK cell-originated protein kinase
169571	CCNB2	NM_004701.2	cyclin B2
195753	C16orf48	NM_032140.1	hypothetical protein MGC11335;hypothetical protein DKFZp434A1319
108880	GPR124	NM_032777.6	G protein-coupled receptor 124
182329	SSBP2	NM_012446.2	single-stranded DNA binding protein 2
174799	C17orf27	NM_020914.1	
122394	RAB23	NM_183227.1	RAB23, member RAS oncogene family
129739	TMLHE	NM_018196.1	trimethyllysine hydroxylase, epsilon
120318	USP32	NM_032582.3	TL132 protein;ubiquitin specific protease 32
112803	ZNF25	NM_145011.2	zinc finger protein 25 (KOX 19)
169105	LOC91664	NM_173857.1	vomeronasal 1 receptor 4
192583	HOXC4	NM_153693.1	homeo box C6
198749	EFNA4	NM_005227.2	ephrin-A4
229538	LOC441166		
131595	PTN	NM_002825.5	pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)
148877	HIST4H4	NM_175054.2	histone 4, H4
188108	GATA4	NM_002052.2	GATA binding protein 4
206812	USP34	NM_014709.2	ubiquitin specific protease 34
223173	DONSON	NM_145311.1	crystallin, zeta (quinone reductase)-like 1;downstream neighbor of SON
109765	HMHA1	NM_012292.2	minor histocompatibility antigen HA-1
159770	DGKA	NM_201554.1	diacylglycerol kinase, alpha 80kDa
201589	ZNF581	NM_016535.2	zinc finger protein 581
208496	LR8	NM_014020.2	LR8 protein
230482	KIAA0470		
125368	WDHD1	NM_007086.1	WD repeat and HMG-box DNA binding protein 1
692468	null		
122705	LIAS	NM_006859.2	lipoic acid synthetase
109169	null	BC009735.2	
169106	APOL1	NM_003661.2	apolipoprotein L, 1
197940	TMEM30B	NM_006255.3	protein kinase C, eta
116441	LTBP2	NM_032035.1	latent transforming growth factor beta binding protein 2
205242	TGM7	NM_052955.1	transglutaminase Z
214624	C14orf142	NM_032490.2	chromosome 14 open reading frame 142
199107	KIF11	NM_004523.2	kinesin family member 11
161892	COX6A2	NM_005205.2	cytochrome c oxidase subunit VIa polypeptide 2
133244	ABCF2	NM_005692.3	ATP-binding cassette, sub-family F (GCN20), member 2
170698	null	AF075027.1	
174035	SLC17A2	NM_005835.1	solute carrier family 17 (sodium phosphate), member 2
232623	null	AK096250.1	
158641	CMTM7	NM_138410.2	chemokine-like factor super family 7
256915	null		
266581	null	AK023965.1	
167208	DAF	NM_000574.2	decay accelerating factor for complement (CD55, Cromer blood group system)
140661	BHMT	NM_001713.1	betaine-homocysteine methyltransferase
182776	ABCA8	NM_007168.2	ATP-binding cassette, sub-family A (ABC1), member 8
121751	C7orf23	NM_024315.2	chromosome 7 open reading frame 23
201537	PLB1	NM_153021.1	
208387	ARHGEF17	NM_014786.2	Rho guanine nucleotide exchange factor (GEF) 17
185626	null	U70027.1	
176257	null	AK026219.1	
114394	LOC492303	BC041038.1	
211331	CD4	NM_000616.2	CD4 antigen (p55)
222128	PELI1	NM_020651.2	pellino homolog 1 (Drosophila)
208526	C22orf9	AB023147.1	
178139	RGS19	NM_005873.1	regulator of G-protein signalling 19
126777	FAM105B	NM_138348.3	hypothetical protein BC007706
222503	SBF2	AB051553.1	
204334	null		
158112	ATG4A	NM_052936.2	APG4 autophagy 4 homolog A (S. cerevisiae)
118001	RTDR1	NM_014433.2	rhabdoid tumor deletion region gene 1
177981	GIMAP5	NM_018384.2	immune associated nucleotide 4 like 1 (mouse)
139484	DTX1	NM_004416.2	deltex homolog 1 (Drosophila)
219677	ANKRD31	AK097510.1	
169211	LOC51252	NM_016490.3	hypothetical protein LOC51252
133131	PGLYRP1	NM_005091.1	peptidoglycan recognition protein 1
228872	null	AL050131.1	
162296	ODF2L	BC009779.1	
121725	null		
222260	FLJ16542	AK091460.1	
196891	SLC44A2	NM_020428.2	CTL2 gene
114335	EFHD1	NM_025202.2	EF hand domain containing 1
167121	ASCC3	NM_006828.1	helicase, ATP binding 1;dJ467N11.1  protein
543821	LOC286208	AL833509.1	
234791	null	BC050479.1	
112548	KIAA1280	NM_015691.2	KIAA1280 protein
166204	ZFYVE20	NM_022340.1	zinc finger, FYVE domain containing 20
205649	ASPM	BC015396.2	
113678	CAD	NM_004341.3	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
163861	FGD6	NM_018351.1	
205406	OSM	NM_020530.3	oncostatin M
119090	SLC25A19	NM_021734.3	solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19
189694	COCH	NM_004086.1	coagulation factor C homolog, cochlin (Limulus polyphemus)
200703	PYDC1	NM_152901.1	pyrin-domain containing protein 1
169898	RNF2	AF141327.1	
205667	C9orf41	NM_152420.1	chromosome 9 open reading frame 41
146666	SAA2	NM_199161.1	serum amyloid A1
186998	FRMD6	NM_152330.2	chromosome 14 open reading frame 31
104062	BIRC5	NM_001168.1	baculoviral IAP repeat-containing 5 (survivin)
185583	SUSD1	NM_022486.3	sushi domain containing 1
160577	KIF23	NM_138555.1	kinesin family member 23
228757	null	AK056481.1	
173190	KIAA1107		
118912	ME3	NM_006680.1	malic enzyme 3, NADP(+)-dependent, mitochondrial
187757	FLJ20035	NM_017631.3	hypothetical protein FLJ20035
128495	DKFZp762E1312	NM_018410.2	hypothetical protein DKFZp762E1312
226440	MICA	NM_000247.1	MHC class I polypeptide-related sequence A
229211	null		
129300	TXNL4B	NM_017853.1	Dim1-like protein
172180	CENPB	NM_001810.4	centromere protein B, 80kDa
140844	LOC390564	AK090403.1	
194837	FLJ20366	NM_017786.1	hypothetical protein FLJ20366
218783	KIAA1212	NM_018084.1	hypothetical protein LOC55580
184548	ITGB4	NM_000213.2	integrin, beta 4
151827	KIAA1754	NM_033397.2	KIAA1754
186136	ABCG5	NM_022436.2	ATP-binding cassette, sub-family G (WHITE), member 5 (sterolin 1)
118961	WASF3	NM_006646.3	WAS protein family, member 3
214241	PXK	NM_017771.2	PX domain containing serine/threonine kinase
140272	C19orf33	NM_033520.1	chromosome 19 open reading frame 33
139480	AGXT2	NM_031900.1	alanine-glyoxylate aminotransferase 2
705462	null	AL832820.1	
110133	MOCOS	NM_017947.1	molybdenum cofactor sulfurase
126764	THRB	NM_000461.2	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)
112698	LOC440820|BCR	NM_004327.2	breakpoint cluster region
126729	SMURF2	NM_022739.2	E3 ubiquitin ligase SMURF2
125060	TNRC9	AK027006.1	
113377	CHN2	NM_004067.1	chimerin (chimaerin) 2
121636	FAM3B	NM_206964.1	family with sequence similarity 3, member B
170538	CRISPLD2	NM_031476.1	hypothetical protein DKFZp434B044
213278	PFKFB3	NM_004566.2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
177055	TAF1	NM_004606.2	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa;TAF1-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa
159616	MOBKL2A	NM_130807.2	adaptor-related protein complex 3, delta 1 subunit;MOB1, Mps One Binder kinase activator-like 2A (yeast)
212202	MAN1B1	NM_007230.1	mannosidase, alpha, class 1B, member 1
178372	FLJ44216	NM_198567.1	FLJ44216 protein
143012	MEF2B	NM_005919.1	MADS box transcription enhancer factor 2, polypeptide B (myocyte enhancer factor 2B)
228508	null		
184148	STC2	NM_003714.1	stanniocalcin 2
172634	CYP2R1	NM_024514.3	cytochrome P450, family 2, subfamily R, polypeptide 1
178411	PAX1	NM_006192.1	paired box gene 1
127208	IL7	NM_000880.2	interleukin 7
146573	ARL4P		
151616	null		
161308	MGC9913	NM_198879.1	
106342	GPATC2	NM_018040.1	G patch domain containing 2
172916	null		
159898	null		
130396	MBL2	NM_000242.1	mannose-binding lectin (protein C) 2, soluble (opsonic defect)
214913	TFDP3	NM_016521.2	E2F-like protein
183527	CAPG	NM_001747.1	capping protein (actin filament), gelsolin-like
222342	MGC18216	NM_152452.1	
197348	null		
186048	null		
107442	KIAA0586	NM_014749.2	KIAA0586
189077	B3GALNT2	NM_152490.1	beta 1,3-N-acetylgalactosaminyltransferase-II
143812	null	X14583.1	
185501	SDSL	NM_138432.2	serine dehydratase-like
182169	HLA-DRB1	M81176.1_CDS_1	
183248	ZNF238	NM_006352.3	zinc finger protein 238
125084	FAM80B	BC015879.1	
127029	GIMAP4	NM_018326.2	immunity associated protein 4
105086	null		
159901	CCL2	NM_002982.2	chemokine (C-C motif) ligand 2
214492	USP32	NM_032582.3	TL132 protein;ubiquitin specific protease 32
150579	null		
206539	BCL9	NM_004326.1	B-cell CLL/lymphoma 9
179147	HIST1H2AM	NM_003514.2	histone 1, H2am
141916	RAB37	NM_175738.2	RAB37, member RAS oncogene family
207598	SLC39A10	BC047493.1	
198728	CEP55	NM_018131.3	chromosome 10 open reading frame 3
174320	76P	NM_014444.2	gamma tubulin ring complex protein (76p gene)
144657	null		
112730	CXCL14	NM_004887.3	chemokine (C-X-C motif) ligand 14
156020	RARRES2	NM_002889.2	retinoic acid receptor responder (tazarotene induced) 2
232274	null		
194679	CEP27	NM_018097.1	hypothetical protein FLJ10460
194086	MGC16044	NM_138371.1	hypothetical protein MGC16044
704857	null		
138073	null		
203443	EAF2	NM_018456.4	ELL associated factor 2
116907	ZNF236	NM_007345.1	zinc finger protein 236
217924	BOMB	NM_024949.3	BH3-only member B protein
111796	URB	NM_199512.1	steroid sensitive gene 1
208456	SCRN1	NM_014766.2	secernin 1
203610	ABP1	NM_001091.1	amiloride binding protein 1 (amine oxidase (copper-containing))
122674	DISP1	NM_032890.2	dispatched homolog 1 (Drosophila)
158064	KLHL25	NM_022480.2	hypothetical protein FLJ12587
220405	YAP1	NM_006106.2	Yes-associated protein 1, 65kDa
536310	null	AK057073.1	
507526	null		
221000	C16orf46	NM_152337.1	hypothetical protein FLJ32702
146264	INPPL1	NM_001567.2	inositol polyphosphate phosphatase-like 1
118492	STARD13	NM_052851.1	START domain containing 13
231683	null		
156433	SDPR	NM_004657.3	serum deprivation response (phosphatidylserine binding protein)
223624	LRRC1	NM_018214.3	leucine rich repeat containing 1
201204	TRAK1	AB028965.1	OGT(O-Glc-NAc transferase)-interacting protein 106 KDa
179636	TMEM16K	AK131223.1	hypothetical protein FLJ10375
193986	STRA6	NM_022369.2	stimulated by retinoic acid gene 6
112769	NDE1	NM_017668.1	nudE nuclear distribution gene E homolog 1 (A. nidulans)
125933	null		
133722	USP34	NM_014709.2	ubiquitin specific protease 34
197613	H4/o|HIST2H4	NM_003548.2	histone 2, H4
169848	SIPA1L2	NM_020808.1	signal-induced proliferation-associated 1 like 2
235357	LOC441208		
125874	null	X72818.1_CDS_1	
152892	BLOC1S3	AK130186.1	biogenesis of lysosome-related organelles complex-1, subunit 3
183719	GJA1	NM_000165.2	gap junction protein, alpha 1, 43kDa (connexin 43)
105532	LOC126987		
205875	THAP3	NM_138350.2	hypothetical protein MGC33488
202965	DIRAS2	NM_017594.3	DIRAS family, GTP-binding RAS-like 2
134586	CYP3A7	NM_000765.2	cytochrome P450, family 3, subfamily A, polypeptide 7
180845	LDB1	NM_003893.3	LIM domain binding 1
178600	DNAJC14	NM_032364.4	cytokine induced protein 29 kDa;DnaJ (Hsp40) homolog, subfamily C, member 14
154357	ZNF133	NM_003434.3	zinc finger protein 133 (clone pHZ-13)
103537	SPECC1	NM_152904.1	sperm antigen HCMOGT-1
128988	MGC16943	NM_080663.1	similar to RIKEN cDNA 4933424N09 gene
226681	null		
158425	C20orf77	NM_021215.2	chromosome 20 open reading frame 77
178804	PNPLA2	NM_020376.2	transport-secretion protein 2.2
160750	null		
145522	LOC401026		
118490	LOC201725	BC065017.1	
227404	NRG1	NM_013957.1	neuregulin 1
198650	COLEC11	NM_024027.3	collectin sub-family member 11
198143	VNN3	NM_018399.2	vanin 3
235033	null		
113701	RGC32	NM_014059.1	response gene to complement 32
233774	null		
704398	null	AK056982.1	
151060	FAM40A	NM_033088.1	family with sequence similarity 40, member A
225566	PTPRC	Y00062.1	
118740	CXCL12	NM_000609.3	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)
103153	BRSK2	NM_003957.1	serine/threonine kinase 29
206994	ZNF567	NM_152603.2	zinc finger protein 567
156539	OSBPL3	NM_145324.1	oxysterol binding protein-like 3
192880	ANKRD26	NM_014915.1	
190782	HLA-DMA	NM_006120.2	major histocompatibility complex, class II, DM alpha
176986	LOC401951		
141686	C1orf106	AK001583.1	
211963	NAPE-PLD	NM_198990.3	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D
185493	ECGF1	NM_001953.2	SCO cytochrome oxidase deficient homolog 2 (yeast);endothelial cell growth factor 1 (platelet-derived)
160646	TP53I11	BC071606.1	tumor protein p53 inducible protein 11
181868	RGNEF	AK025470.1	
147125	ATP5S	NM_015684.1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s (factor B)
195587	RNF41	NM_194359.1	ring finger protein 41
128651	C10orf59	NM_018363.1	chromosome 10 open reading frame 59
221023	C9orf25	NM_147202.1	chromosome 9 open reading frame 25
201146	TTC21B	NM_024753.2	hypothetical protein FLJ11457
